,Individual,DAPC.group,Latitude,Longitude,Korea.N.China,Yangtze.Qinling,Central.Japan,North.Japan,SE.China,South.Japan,Msa,Sichuan
985,KMS139,Korea/N China,37.4,128.6,0.9,0,0,0,0,0,0,0
986,KMS140,Korea/N China,36.4,129.2,0.9,0,0,0,0,0.1,0,0
987,KMS141,Korea/N China,36.7,129.3,0.9,0,0,0,0,0,0,0
988,KMS142,Korea/N China,37.5,128.2,0.9,0,0,0,0,0,0,0
989,KMS143,Korea/N China,37.6,128.2,0.9,0,0,0,0,0,0,0
990,KMS144,Korea/N China,36.9,129.2,1,0,0,0,0,0,0,0
991,KMS145,Korea/N China,37.6,128.4,0.9,0,0,0,0,0.1,0,0
992,KMS146,Korea/N China,37.8,127.9,1,0,0,0,0,0,0,0
993,KMS147,Korea/N China,37.6,127.9,0.9,0,0,0,0,0,0,0
994,KMS148,Korea/N China,37.9,127.7,0.9,0,0,0,0,0.1,0,0
995,KMS149,Korea/N China,38.2,128.4,0.9,0,0,0,0,0.1,0,0
996,KMS150,Korea/N China,38.1,128.2,0.9,0,0,0,0,0.1,0,0
997,KMS151,Korea/N China,38.2,128.3,1,0,0,0,0,0,0,0
998,KMS152,Korea/N China,38.2,128.2,0.9,0,0,0,0,0.1,0,0
999,KMS153,Korea/N China,38.2,128,1,0,0,0,0,0,0,0
1000,KMS154,Korea/N China,38.1,128.7,0.9,0,0,0,0,0.1,0,0
1001,KMS155,Korea/N China,38.2,127.8,1,0,0,0,0,0,0,0
1002,KMS156,Korea/N China,38,127.8,1,0,0,0,0,0,0,0
1003,KMS158,Korea/N China,38,128.2,0.9,0,0,0,0,0,0,0
1004,KMS159,Korea/N China,37.8,128.5,0.9,0,0,0,0,0.1,0,0
1005,KMS160,Korea/N China,38.2,127.4,1,0,0,0,0,0,0,0
1006,KMS161,Korea/N China,38.2,127.5,1,0,0,0,0,0,0,0
1007,KMS162,Korea/N China,37.7,127.4,0.9,0,0,0,0,0.1,0,0
1008,KMS163,Korea/N China,37.7,127.4,0.9,0,0,0,0,0,0,0
1009,KMS164,Korea/N China,37.9,127.8,1,0,0,0,0,0,0,0
1010,KMS165,Korea/N China,37.9,127.5,0.9,0,0,0,0,0.1,0,0
1011,KMS166,Korea/N China,38,127.8,0.9,0,0,0,0,0,0,0
1012,KMS167,Korea/N China,38,127.9,0.9,0,0,0,0,0.1,0,0
1013,KMS168,Korea/N China,38.1,128.1,1,0,0,0,0,0,0,0
1014,KMS169,Korea/N China,38,128,0.9,0,0,0,0,0,0,0
1015,KMS170,Korea/N China,37.7,128.2,0.9,0,0,0,0,0,0,0
1016,KMS171,Korea/N China,37.8,128.9,0.9,0,0,0,0,0,0,0
1017,KMS172,Korea/N China,36.9,128.8,0.9,0,0,0,0,0,0,0
1018,KMS173,Korea/N China,37.1,129,1,0,0,0,0,0,0,0
1019,KMS174,Korea/N China,37.9,127.8,0.9,0,0,0,0,0.1,0,0
1020,KMS175,Korea/N China,38.1,127.1,0.9,0,0,0,0,0,0,0
1021,KMS176,Korea/N China,38,127.8,0.9,0,0,0,0,0,0,0
1022,KMS177,Korea/N China,37.8,127.7,0.9,0,0,0,0,0.1,0,0
1023,KMS201,Korea/N China,37.5,128,0.9,0,0,0,0,0.1,0,0
1024,KMS202,Korea/N China,37.7,127.7,1,0,0,0,0,0,0,0
1025,KMS203,Korea/N China,38.1,127.5,0.9,0,0,0,0,0.1,0,0
1026,KMS204,Korea/N China,37.9,127.6,0.9,0,0,0,0,0,0,0
1027,KMS205,Korea/N China,36.9,128,0.9,0,0,0,0,0,0,0
1028,KMS206,Korea/N China,37.1,128,1,0,0,0,0,0,0,0
1029,KMS207,Korea/N China,37.1,128.2,0.9,0,0,0,0,0,0,0
1030,KMS208,Korea/N China,37.2,128.3,0.9,0,0,0,0,0,0,0
1031,KMS209,Korea/N China,37.1,128.2,1,0,0,0,0,0,0,0
1032,KMS210,Korea/N China,36.8,127.9,0.9,0,0,0,0,0,0,0
1033,KMS211,Korea/N China,37.2,126.9,1,0,0,0,0,0,0,0
1034,KMS213,Korea/N China,37.3,128,1,0,0,0,0,0,0,0
1035,KMS215,Korea/N China,38.2,127.5,0.9,0,0,0,0,0.1,0,0
1036,KMS216,Korea/N China,35.4,126.7,0.9,0,0,0,0,0.1,0,0
1037,KMS217,Korea/N China,34.6,126.6,0.9,0,0,0,0,0.1,0,0
1038,KMS218,Korea/N China,37.9,127.3,0.9,0,0,0,0,0.1,0,0
1039,KMS219,Korea/N China,37.2,129,0.9,0,0,0,0,0.1,0,0
1040,KMS221,Korea/N China,38,127.3,0.9,0,0,0,0,0.1,0,0
1041,KMS223,Korea/N China,36.8,127.6,0.9,0,0,0,0,0.1,0,0
1042,KMS224,Korea/N China,37.1,127.9,0.9,0,0,0,0,0.1,0,0
1043,KMS225,Korea/N China,37.8,128.9,0.9,0,0,0,0,0.1,0,0
1044,KMS226,Korea/N China,37.6,127.7,0.9,0,0,0,0,0.1,0,0
1045,KMS227,Korea/N China,37.2,128.4,0.9,0,0,0,0,0.1,0,0
1046,KMS229,Korea/N China,36.4,128.7,0.9,0,0,0,0,0.1,0,0
1047,KMS230,Korea/N China,36.4,129.1,0.9,0,0,0,0,0.1,0,0
1048,KMS231,Korea/N China,35.9,129.2,0.9,0,0,0,0,0.1,0,0
1049,KMS233,Korea/N China,35.4,126.7,0.9,0,0,0,0,0.1,0,0
1050,KMS234,Korea/N China,35.1,127,1,0,0,0,0,0,0,0
1051,KMS235,Korea/N China,35.8,127.2,1,0,0,0,0,0,0,0
1052,KMS236,Korea/N China,35.7,127.2,1,0,0,0,0,0,0,0
1053,KMS237,Korea/N China,35.2,128.1,1,0,0,0,0,0,0,0
1054,KMS238,Korea/N China,35.2,128.6,1,0,0,0,0,0,0,0
1055,KMS239,Korea/N China,35.6,126.9,1,0,0,0,0,0,0,0
1056,KMS240,Korea/N China,36.9,126.6,1,0,0,0,0,0,0,0
1057,KMS241,Korea/N China,36.3,126.6,1,0,0,0,0,0,0,0
1058,KMS243,Korea/N China,37.3,127.6,1,0,0,0,0,0,0,0
1059,KMS245,Korea/N China,37.8,126.8,1,0,0,0,0,0,0,0
1060,KMS247,Korea/N China,35,127.5,1,0,0,0,0,0,0,0
1061,KMS248,Korea/N China,37.6,128.3,0.9,0,0,0,0,0,0,0
1062,KMS249,Korea/N China,36.7,129.4,1,0,0,0,0,0,0,0
1063,Onna-1a,SE China/tropical,26.4,127.8,0,0,0,0,0.7,0.1,0,0.1
1072,PMS-005,Sichuan,29.9,109.6,0,0.2,0,0,0.2,0,0,0.5
1074,PMS-008,Yangtze-Qinling,30.8,110.1,0,0.5,0,0,0.1,0,0,0.3
1076,PMS-011,Sichuan,30.3,109.1,0,0.3,0,0,0.1,0,0,0.7
1077,PMS-013,Sichuan,30,109.1,0,0.1,0,0,0.1,0,0,0.8
1079,PMS-018,Sichuan,29.4,108.1,0,0,0,0,0,0,0,0.9
1080,PMS-023,Sichuan,29.9,107.7,0,0,0,0,0.1,0,0,0.9
1082,PMS-041,Sichuan,28.8,105.7,0,0,0,0,0,0,0,1
1083,PMS-044,Sichuan,28.7,105.1,0,0,0,0,0,0,0,1
1085,PMS-049,Sichuan,28.9,104.9,0,0,0,0,0,0,0,0.9
1086,PMS-052,Sichuan,28.9,104.5,0,0,0,0,0,0,0,0.9
1087,PMS-053,Sichuan,30.2,103.5,0,0.1,0,0,0,0,0,0.9
1088,PMS-054,Sichuan,30.1,103.1,0,0,0,0,0,0,0,0.9
1089,PMS-055,Sichuan,30.1,103,0,0.1,0,0,0,0,0,0.9
1090,PMS-058,Sichuan,30.2,102.9,0,0,0,0,0,0,0,0.9
1091,PMS-060,Sichuan,30.1,103,0,0,0,0,0,0,0,0.9
1092,PMS-065,Sichuan,29.8,102.8,0,0,0,0,0,0,0,1
1093,PMS-066,Sichuan,30.6,104.2,0,0.1,0,0,0,0,0,0.9
1094,PMS-067,Sichuan,30.6,104.3,0,0.1,0,0,0,0,0,0.9
1095,PMS-069,Sichuan,30.5,104.4,0,0.1,0,0,0,0,0,0.9
1096,PMS-070,Msa,30.9,104.5,0,0,0,0,0,0,1,0
1102,PMS-080,Yangtze-Qinling,30.8,111.3,0.1,0.7,0,0,0.1,0,0,0.2
1103,PMS-081,Yangtze-Qinling,30.9,111.4,0.1,0.6,0,0,0.1,0,0,0.2
1104,PMS-082,Yangtze-Qinling,30.9,111.3,0,0.6,0,0,0.1,0,0,0.3
1105,PMS-083,Yangtze-Qinling,31.2,110.9,0,0.7,0,0,0,0,0,0.3
1106,PMS-084,Yangtze-Qinling,31.1,110.8,0,0.6,0,0,0.1,0,0,0.4
1107,PMS-085,Yangtze-Qinling,31.4,110.6,0,0.6,0,0,0.1,0,0,0.3
1108,PMS-086,Yangtze-Qinling,31.3,110.6,0,0.8,0,0,0,0,0,0.2
1110,PMS-088,Yangtze-Qinling,31.5,110.4,0,0.8,0,0,0,0,0,0.2
1111,PMS-089,Yangtze-Qinling,31.5,110.4,0,0.8,0,0,0,0,0,0.2
1112,PMS-091,Yangtze-Qinling,31.6,110.4,0,1,0,0,0,0,0,0
1113,PMS-093,Yangtze-Qinling,31.8,110.5,0,1,0,0,0,0,0,0
1114,PMS-094,Yangtze-Qinling,31.8,110.5,0,1,0,0,0,0,0,0
1115,PMS-099,Yangtze-Qinling,31.9,110.5,0,1,0,0,0,0,0,0
1116,PMS-101,Yangtze-Qinling,32.1,110.5,0,0.9,0,0,0,0,0,0
1117,PMS-102,Yangtze-Qinling,32.1,110.5,0,1,0,0,0,0,0,0
1118,PMS-103,Yangtze-Qinling,32.2,110.3,0,1,0,0,0,0,0,0
1119,PMS-107,Yangtze-Qinling,32.4,110.5,0,0.9,0,0,0,0,0,0
1120,PMS-108,Yangtze-Qinling,32.4,109.3,0,1,0,0,0,0,0,0
1123,PMS-115,Yangtze-Qinling,33,108.1,0,0.9,0,0,0,0,0,0.1
1124,PMS-116,Yangtze-Qinling,33,108.1,0,0.9,0,0,0,0,0,0
1125,PMS-117,Yangtze-Qinling,33,108,0,0.9,0,0,0,0,0,0
1126,PMS-118,Yangtze-Qinling,33,107.7,0,0.8,0,0,0,0,0,0.1
1128,PMS-121,Yangtze-Qinling,33,107.4,0,0.9,0,0,0,0,0,0.1
1129,PMS-122,Yangtze-Qinling,33,106.3,0,1,0,0,0,0,0,0
1130,PMS-124,Yangtze-Qinling,33,106.3,0,0.9,0,0,0,0,0,0.1
1131,PMS-125,Yangtze-Qinling,33,106.2,0,1,0,0,0,0,0,0
1133,PMS-129,Yangtze-Qinling,33.1,104.7,0,1,0,0,0,0,0,0
1136,PMS-132,Yangtze-Qinling,33.7,105.5,0,0.8,0,0,0,0,0,0.2
1137,PMS-133,Yangtze-Qinling,33.7,105.6,0,1,0,0,0,0,0,0
1139,PMS-136,Yangtze-Qinling,33.8,106.2,0,0.9,0,0,0,0,0,0
1140,PMS-138,Yangtze-Qinling,33.9,106.4,0,1,0,0,0,0,0,0
1141,PMS-140,Yangtze-Qinling,34,106.7,0,1,0,0,0,0,0,0
1143,PMS-151,Yangtze-Qinling,33.5,110.9,0,1,0,0,0,0,0,0
1144,PMS-156,Yangtze-Qinling,33.7,111.1,0,1,0,0,0,0,0,0
1148,PMS-163,Yangtze-Qinling,35.7,112.7,0,0.9,0,0,0,0,0,0
1150,PMS-165,Yangtze-Qinling,37.3,114.3,0.3,0.6,0,0,0,0,0,0
1152,PMS-168,Yangtze-Qinling,37.3,114.2,0.3,0.7,0,0,0,0,0,0
1153,PMS-169,Yangtze-Qinling,34.5,113,0,1,0,0,0,0,0,0
1154,PMS-170,Yangtze-Qinling,34.5,113,0,1,0,0,0,0,0,0
1155,PMS-171,Yangtze-Qinling,34.5,113,0,1,0,0,0,0,0,0
1156,PMS-172,Yangtze-Qinling,34.5,113,0,0.9,0,0,0,0,0,0
1157,PMS-174,Yangtze-Qinling,34.5,113,0,0.9,0,0,0,0,0,0
1158,PMS-176,Yangtze-Qinling,34.5,113,0,1,0,0,0,0,0,0
1160,PMS-180,Yangtze-Qinling,31.9,115.4,0.3,0.6,0,0,0.1,0,0,0
1161,PMS-182,SE China/tropical,31.8,115.5,0.1,0.3,0,0,0.6,0,0,0
1163,PMS-184,Yangtze-Qinling,31.7,115.5,0.3,0.6,0,0,0.1,0,0,0
1164,PMS-189,Yangtze-Qinling,31.8,115.5,0.3,0.6,0,0,0.1,0,0,0
1165,PMS-190,Yangtze-Qinling,31.8,115.5,0.3,0.6,0,0,0.1,0,0,0
1166,PMS-192,SE China/tropical,31.8,115.4,0,0.2,0,0,0.7,0,0,0
1167,PMS-193,Yangtze-Qinling,31.6,115.3,0.2,0.6,0,0,0.1,0,0,0
1169,PMS-195,SE China/tropical,31.5,115.3,0,0.3,0,0,0.7,0,0,0
1170,PMS-196,Yangtze-Qinling,31.5,115.3,0.2,0.7,0,0,0.1,0,0,0
1171,PMS-197,Yangtze-Qinling,31.5,115.3,0.2,0.6,0,0,0.1,0,0,0
1172,PMS-199,Yangtze-Qinling,31.5,115.2,0.2,0.4,0,0,0.4,0,0,0
1173,PMS-200,Yangtze-Qinling,31.6,115.2,0.2,0.6,0,0,0.1,0,0,0
1174,PMS-201,Yangtze-Qinling,31.6,115.1,0.2,0.6,0,0,0.1,0,0,0
1175,PMS-202,Yangtze-Qinling,31.7,115,0.2,0.6,0,0,0.1,0,0,0
1176,PMS-203,Yangtze-Qinling,31.7,114.9,0.2,0.6,0,0,0.2,0,0,0
1178,PMS-206,Yangtze-Qinling,31.6,114.8,0.2,0.6,0,0,0.1,0,0,0
1179,PMS-208,Yangtze-Qinling,31.4,114.6,0.2,0.6,0,0,0.2,0,0,0
1180,PMS-211,SE China/tropical,31,114.6,0.1,0.2,0,0,0.7,0,0,0
1183,PMS-215,Sichuan,26.8,108.6,0,0,0,0,0.2,0,0,0.7
1184,PMS-216,Sichuan,26.8,108.6,0,0,0,0,0.2,0.1,0,0.7
1185,PMS-218,Sichuan,26.8,108.5,0,0,0,0,0.1,0,0,0.8
1186,PMS-222,Sichuan,26.6,108.2,0,0,0,0,0.1,0,0,0.9
1188,PMS-224,Sichuan,26.6,108.1,0,0,0,0,0.1,0,0,0.9
1189,PMS-225,Sichuan,26.6,108,0,0,0,0,0.1,0,0,0.9
1190,PMS-226,Sichuan,26.6,106.8,0,0,0,0,0,0,0,1
1191,PMS-227,Sichuan,26.6,106.8,0,0,0,0,0,0,0,1
1192,PMS-228,Sichuan,26.6,106.8,0,0,0,0,0,0,0,1
1193,PMS-230,Sichuan,26.6,106.8,0,0,0,0,0,0,0,0.9
1194,PMS-231,Sichuan,26.6,106.8,0,0,0,0,0,0,0,0.9
1195,PMS-232,Sichuan,26.6,106.6,0,0,0,0,0,0,0,1
1196,PMS-235,Sichuan,26.7,106.6,0,0,0,0,0,0,0,0.9
1197,PMS-237,Sichuan,26.6,106.6,0,0,0,0,0,0,0,1
1198,PMS-240,Sichuan,26.4,106.7,0,0,0,0,0,0,0,1
1199,PMS-249,Sichuan,23.3,104.3,0,0,0,0,0.3,0,0,0.7
1200,PMS-250,Sichuan,23.3,104.3,0,0,0,0,0.3,0,0,0.7
1201,PMS-251,Sichuan,23.3,104.3,0,0,0,0,0.3,0,0,0.7
1202,PMS-252,Sichuan,23.3,104.4,0,0,0,0,0.3,0,0,0.7
1203,PMS-256,Sichuan,23.3,104.4,0,0,0,0,0.3,0,0,0.7
1206,PMS-260,Sichuan,23.3,104.6,0,0,0,0,0.2,0,0,0.8
1207,PMS-264,Sichuan,24.2,102.4,0,0,0,0,0.3,0,0,0.7
1208,PMS-268,Sichuan,24.2,102.4,0,0,0,0,0.3,0,0,0.7
1209,PMS-270,Sichuan,24.2,102.4,0,0,0,0,0.3,0,0,0.7
1211,PMS-273,Yangtze-Qinling,28.7,116.5,0.2,0.4,0,0,0.3,0,0,0
1212,PMS-276,SE China/tropical,28.7,116.9,0,0,0,0,0.4,0,0.6,0
1213,PMS-277,Yangtze-Qinling,28.7,117,0.1,0.4,0,0,0.4,0,0,0
1215,PMS-280,Yangtze-Qinling,29.2,117.1,0.2,0.4,0,0,0.4,0,0.1,0
1216,PMS-281,Yangtze-Qinling,29.3,117.1,0.1,0.4,0,0,0.3,0,0,0
1217,PMS-284,Yangtze-Qinling,29.5,118.2,0.2,0.4,0,0,0.3,0,0,0
1219,PMS-288,Yangtze-Qinling,30,118.4,0.3,0.4,0,0,0.3,0,0,0
1220,PMS-291,Yangtze-Qinling,30.3,118.8,0.3,0.5,0,0,0.2,0,0,0
1222,PMS-296,Yangtze-Qinling,31.2,120.4,0.5,0.4,0,0,0.1,0,0,0
1223,PMS-297,Yangtze-Qinling,31.1,120.4,0.4,0.4,0,0,0.1,0,0,0
1224,PMS-299,Yangtze-Qinling,31.1,120.4,0.4,0.4,0,0,0.1,0,0.1,0
1226,PMS-301,Yangtze-Qinling,30.8,120.1,0.4,0.5,0,0,0.2,0,0,0
1228,PMS-304,Yangtze-Qinling,30,119.9,0.3,0.4,0,0,0.2,0,0,0
1229,PMS-305,Yangtze-Qinling,29.9,119.9,0.3,0.4,0,0,0.3,0,0,0
1231,PMS-307,Yangtze-Qinling,29.9,119.8,0.3,0.4,0,0,0.3,0,0,0
1232,PMS-308,Yangtze-Qinling,29.8,119.7,0.3,0.4,0,0,0.3,0,0,0
1233,PMS-310,Yangtze-Qinling,29.6,119.7,0.3,0.4,0,0,0.3,0,0,0
1234,PMS-311,Yangtze-Qinling,29.6,119.8,0.2,0.4,0,0,0.4,0,0,0
1236,PMS-317,SE China/tropical,26.3,119.5,0,0.2,0,0,0.7,0.1,0,0
1237,PMS-318,SE China/tropical,26.2,119.5,0.1,0.2,0.1,0,0.6,0.1,0,0
1238,PMS-321,SE China/tropical,26,119.2,0,0.2,0,0,0.7,0.1,0,0
1239,PMS-322,SE China/tropical,26,119.2,0,0.2,0,0,0.6,0.1,0,0
1240,PMS-323,SE China/tropical,26,119.2,0,0.2,0,0,0.6,0.1,0,0
1241,PMS-325,SE China/tropical,26.3,117.7,0,0.1,0,0,0.8,0.1,0,0
1242,PMS-327,SE China/tropical,26.1,117.5,0,0.1,0,0,0.7,0.1,0,0.1
1243,PMS-329,SE China/tropical,26,117.4,0,0.1,0,0,0.8,0,0,0
1245,PMS-331,SE China/tropical,25.9,117.3,0,0.1,0,0,0.8,0,0,0
1246,PMS-332,SE China/tropical,25.8,117.2,0,0.1,0,0,0.8,0,0,0
1247,PMS-333,SE China/tropical,25.8,117.2,0,0.1,0,0,0.8,0.1,0,0.1
1248,PMS-335,SE China/tropical,25.9,116.1,0.1,0.2,0,0,0.6,0,0,0
1249,PMS-336,SE China/tropical,25.9,116,0.1,0.3,0,0,0.6,0,0,0
1250,PMS-337,SE China/tropical,25.8,116,0.1,0.2,0,0,0.6,0,0,0
1251,PMS-338,SE China/tropical,25.7,115.9,0.1,0.2,0,0,0.7,0,0,0
1253,PMS-340,SE China/tropical,25.6,115.8,0,0.2,0,0,0.7,0.1,0,0
1254,PMS-341,SE China/tropical,25.5,115.8,0,0.1,0,0,0.8,0,0,0
1255,PMS-342,SE China/tropical,25.4,115.8,0,0.2,0,0,0.8,0,0,0
1256,PMS-343,SE China/tropical,25.4,115.8,0.1,0.1,0,0,0.8,0,0,0
1257,PMS-344,SE China/tropical,25.2,115.7,0,0.1,0,0,0.8,0,0,0
1258,PMS-345,SE China/tropical,24.3,116,0,0.1,0,0,0.8,0.1,0,0
1260,PMS-348,SE China/tropical,24.2,115.8,0,0.1,0,0,0.9,0,0,0
1261,PMS-349,SE China/tropical,24.2,115.8,0.1,0.2,0,0,0.7,0,0,0
1262,PMS-350,SE China/tropical,24.1,115.7,0,0.1,0,0,0.9,0,0,0
1263,PMS-351,SE China/tropical,24.1,115.6,0,0.1,0,0,0.9,0,0,0
1264,PMS-352,SE China/tropical,24.1,115.5,0,0.1,0,0,0.9,0,0,0
1265,PMS-353,SE China/tropical,24.1,115.5,0,0.1,0,0,0.8,0,0,0
1266,PMS-354,SE China/tropical,24.1,115.4,0,0.1,0,0,0.8,0,0,0
1267,PMS-356,SE China/tropical,23.2,112.6,0,0.1,0,0,0.9,0,0,0
1269,PMS-361,SE China/tropical,22.8,112.2,0,0,0,0,0.8,0,0,0.2
1270,PMS-364,SE China/tropical,22.5,112.2,0,0,0,0,0.8,0,0,0.1
1271,PMS-368,SE China/tropical,21.6,110.5,0,0,0,0,0.6,0,0,0.3
1272,PMS-369,SE China/tropical,21.5,110.4,0,0,0,0,0.7,0,0,0.3
1274,PMS-372,SE China/tropical,20.5,110,0,0,0,0,0.7,0,0,0.3
1276,PMS-377,SE China/tropical,19.4,110.2,0,0,0,0,0.7,0,0,0.3
1277,PMS-380,SE China/tropical,19,109.8,0,0,0,0,0.8,0,0,0.2
1279,PMS-382,SE China/tropical,18.9,109.5,0,0,0,0,0.7,0,0,0.2
1280,PMS-384,SE China/tropical,18.7,109.6,0,0,0,0,0.6,0,0,0.3
1281,PMS-385,SE China/tropical,21.9,108.7,0,0,0,0,0.6,0,0,0.4
1282,PMS-387,SE China/tropical,22,108.6,0,0,0,0,0.5,0,0,0.5
1283,PMS-388,SE China/tropical,22.1,108.6,0,0,0,0,0.6,0,0,0.4
1284,PMS-389,SE China/tropical,22.2,108.5,0,0,0,0,0.5,0,0,0.5
1285,PMS-390,SE China/tropical,22.2,108.4,0,0,0,0,0.4,0,0,0.5
1286,PMS-391,SE China/tropical,22.3,108.4,0,0,0,0,0.5,0,0,0.5
1287,PMS-392,SE China/tropical,22.4,108.4,0,0.1,0,0,0.9,0,0,0
1288,PMS-395,SE China/tropical,24.5,109.8,0,0.1,0,0,0.6,0,0,0.3
1289,PMS-396,SE China/tropical,24.5,110,0,0,0,0,0.5,0,0,0.4
1291,PMS-398,SE China/tropical,24.3,110.1,0,0.1,0,0,0.6,0,0,0.3
1292,PMS-399,SE China/tropical,24.4,110.1,0,0.1,0,0,0.6,0,0,0.3
1293,PMS-400,SE China/tropical,24.4,110.2,0,0.1,0,0,0.6,0,0,0.3
1294,PMS-401,SE China/tropical,24.5,110.4,0,0,0,0,0.6,0,0,0.3
1295,PMS-402,SE China/tropical,24.6,110.4,0,0.1,0,0,0.6,0,0,0.3
1296,PMS-403,SE China/tropical,24.6,110.4,0,0.1,0,0,0.6,0,0,0.3
1297,PMS-404,SE China/tropical,24.7,110.5,0,0.1,0,0,0.6,0,0,0.3
1299,PMS-406,SE China/tropical,26.3,111.4,0.1,0.2,0,0,0.5,0,0,0.2
1300,PMS-407,SE China/tropical,26.4,111.4,0.1,0.3,0,0,0.5,0,0,0.2
1301,PMS-408,SE China/tropical,26.4,111.3,0,0.2,0,0,0.6,0,0,0.2
1303,PMS-410,SE China/tropical,26.6,111.2,0.1,0.2,0,0,0.5,0,0,0.2
1304,PMS-411,SE China/tropical,26.7,111.2,0.1,0.2,0,0,0.5,0,0,0.2
1306,PMS-413,SE China/tropical,26.8,111.2,0.1,0.2,0,0,0.5,0,0,0.2
1307,PMS-414,SE China/tropical,27,111.3,0.1,0.2,0,0,0.5,0,0,0.2
1308,PMS-415,SE China/tropical,28,109.6,0,0.2,0,0,0.4,0,0,0.4
1309,PMS-416,SE China/tropical,28.1,109.6,0,0.1,0,0,0.5,0,0,0.3
1310,PMS-418,SE China/tropical,28.2,109.7,0,0.1,0,0,0.4,0,0,0.4
1311,PMS-419,SE China/tropical,28.3,109.8,0,0.2,0,0,0.4,0,0,0.3
1312,PMS-422,Korea/N China,28.2,109.9,0.7,0.2,0,0,0,0,0,0
1315,PMS-427,Yangtze-Qinling,29.8,114,0.2,0.5,0,0,0.3,0,0,0
1316,PMS-429,Yangtze-Qinling,29.8,114.2,0.2,0.5,0,0,0.3,0,0,0
1318,PMS-431,Yangtze-Qinling,30,114.4,0.2,0.5,0,0,0.3,0,0,0
1319,PMS-432,Yangtze-Qinling,30.1,114.3,0.2,0.6,0,0,0.3,0,0,0
1321,PMS-434,Yangtze-Qinling,30.2,114.3,0.2,0.6,0,0,0.2,0,0,0
1324,PMS-444,SE China/tropical,23.2,113.4,0,0,0,0,0.8,0,0,0
1325,PMS-445,SE China/tropical,23.2,113.4,0,0.1,0,0,0.8,0,0,0.1
1326,PMS-447,SE China/tropical,23.2,113.4,0,0.1,0,0,0.8,0.1,0,0
1327,PMS-448,SE China/tropical,23.2,113.4,0,0.1,0,0,0.9,0,0,0
1328,PMS-449,SE China/tropical,21.2,110.2,0,0,0,0,0.7,0,0,0.3
1329,PMS-451,Yangtze-Qinling,21.6,110.2,0.3,0.6,0,0,0.1,0,0,0
1330,PMS-454,SE China/tropical,21.2,110.3,0,0,0,0,0.7,0,0,0.3
1331,PMS-457,Msa,36.2,117.1,0,0,0,0,0,0,1,0
1335,PMS-464,Korea/N China,36.2,117.1,0.7,0.2,0,0,0,0,0,0
1336,PMS-466,Korea/N China,37.2,121.7,0.8,0.2,0,0,0,0,0,0
1337,PMS-467,Msa,37.2,121.7,0.4,0.1,0,0,0,0,0.5,0
1338,PMS-468,Msa,30.9,104.5,0.4,0.1,0,0,0,0,0.5,0
1339,PMS-469,Sichuan,30.8,104.9,0,0.2,0,0,0,0,0,0.8
1340,PMS-472,Sichuan,30.6,105.3,0,0.2,0,0,0,0,0,0.8
1341,PMS-474,Sichuan,30.7,105.2,0,0.3,0,0,0,0,0,0.7
1342,PMS-475,Sichuan,30.9,105.1,0,0.3,0,0,0,0,0,0.6
1343,PMS-476,Msa,30.3,104,0.4,0.1,0,0,0,0,0.5,0
1344,PMS-478,Sichuan,30.3,104,0,0.1,0,0,0,0,0,0.8
1345,PMS-482,Sichuan,30.6,104.3,0,0.1,0,0,0,0,0,0.9
1346,PMS-489,Sichuan,29.9,102.8,0,0,0,0,0,0,0,1
1347,PMS-490,Sichuan,30,102.8,0,0,0,0,0,0,0,1
1348,PMS-491,Sichuan,30.1,102.9,0,0,0,0,0,0,0,1
1349,PMS-494,Sichuan,30,102.9,0,0,0,0,0,0,0,1
1350,PMS-496,Korea/N China,41.9,124.7,0.8,0.1,0,0,0,0,0,0
1351,PMS-502,Korea/N China,42,124.5,0.8,0.2,0,0,0,0,0,0
1352,PMS-504,Korea/N China,41.8,123.4,0.8,0.2,0,0,0,0,0,0
1353,PMS-505,Korea/N China,41.2,123.7,0.8,0.2,0,0,0,0,0,0
1354,PMS-507,Sichuan,41.2,123.8,0,0.1,0,0,0,0,0,0.9
1355,PMS-510,Korea/N China,41.2,123.8,0.8,0.2,0,0,0,0,0,0
1356,PMS-511,Korea/N China,41.2,123.8,0.8,0.2,0,0,0,0,0,0
1358,PMS-519,Sichuan,30.8,107,0,0.1,0,0,0,0,0,0.9
1359,PMS-521,Sichuan,30.8,107.3,0,0.1,0,0,0,0,0,0.9
1360,PMS-523,Sichuan,31.2,107.5,0,0.2,0,0,0.1,0,0,0.7
1361,PMS-524,Sichuan,31.2,107.6,0,0.2,0,0,0.1,0,0,0.8
1362,PMS-526,Sichuan,31.1,107.9,0,0.2,0,0,0.1,0,0,0.7
1364,PMS-535,SE China/tropical,31.1,109,0,0.4,0,0,0.1,0,0,0.4
1365,PMS-541,SE China/tropical,30.7,109.5,0,0.3,0,0,0.1,0,0,0.5
1367,PMS-544,SE China/tropical,30.4,109.3,0,0.4,0,0,0.3,0,0,0.3
1368,PMS-546,Sichuan,30.3,109.5,0,0,0,0,0.1,0,0,0.9
1369,PMS-552,Sichuan,29.3,109.6,0,0.2,0,0,0.2,0,0,0.6
1371,PMS-557,SE China/tropical,28.5,109.5,0,0.2,0,0,0.4,0,0,0.4
1373,PMS-560,SE China/tropical,27.9,109.8,0,0.1,0,0,0.5,0,0,0.4
1374,PMS-571,SE China/tropical,25.4,110.1,0,0.1,0,0,0.6,0,0,0.3
