Order in barchart,Individual,Accession,Alt ID,Latitude,Longitude,Prefecture (Japan),Collection type,Species based on morphology,Study,"Korea, N China",Yangtze-Qinling,Central Japan,North Japan,SE China,South Japan,Msa,Sichuan,DAPC group,Included in sPCA?,Sac-17,Sac-26,Sac-10,Sac-13,Sac-2,Sac-3,Mcp-10,Mcp-16,Mcp-2,Mcp-5,plastid haplotype ID (letter),plastid haplotype  ID (number),DNA content (pg/2C),Ploidy
1001,PMS-424,,,28.25,110.12,,,M. sinensis,East Asia-wide,0.03,0.194,0.001,0,0.41,0.013,0.003,0.348,5,no,,,,,,,,,,,,,,
1162,PMS-425,,,29.72,113.85,,,M. sinensis,East Asia-wide,0.207,0.479,0.005,0.008,0.288,0.012,0.001,0,2,no,,,,,,,,,,,,,,
1157,PMS-427,,,29.77,114.04,,,M. sinensis,East Asia-wide,0.204,0.52,0.001,0,0.273,0,0,0,2,no,,,,,,,,,,,,,,
1168,PMS-429,,,29.84,114.22,,,M. sinensis,East Asia-wide,0.218,0.464,0.019,0.004,0.292,0.003,0,0.001,2,no,,,,,,,,,,,,,,
887,PMS-430,,,29.9,114.29,,,M. sinensis,East Asia-wide,0.001,0.001,0,0,0.418,0,0.558,0.023,7,no,,,,,,,,,,,,,,
1158,PMS-431,,,29.95,114.36,,,M. sinensis,East Asia-wide,0.184,0.511,0.004,0.003,0.297,0.001,0,0,2,no,,,,,,,,,,,,,,
1155,PMS-432,,,30.06,114.35,,,M. sinensis,East Asia-wide,0.178,0.551,0,0.001,0.265,0.002,0.001,0.002,2,no,,,,,,,,,,,,,,
1161,PMS-433,,,30.12,114.35,,,M. sinensis,East Asia-wide,0.225,0.486,0.005,0.007,0.245,0.002,0.029,0.002,2,no,,,,,,,,,,,,,,
1153,PMS-434,,,30.23,114.33,,,M. sinensis,East Asia-wide,0.246,0.563,0,0.001,0.189,0,0,0,2,no,,,,,,,,,,,,,,
1379,PMS-436,,,41.32,123.74,,,M. sinensis,East Asia-wide,0.777,0.209,0.002,0.001,0.006,0.003,0,0,1,no,,,,,,,,,,,,,,
1384,PMS-438,,,41.33,123.69,,,M. sinensis,East Asia-wide,0.763,0.207,0.001,0.005,0.016,0.003,0.003,0.001,1,no,,,,,,,,,,,,,,
908,PMS-444,,,23.18,113.38,,,M. sinensis,East Asia-wide,0.036,0.048,0.002,0.003,0.849,0.023,0.001,0.038,5,no,,,,,,,,,,,,,,
919,PMS-445,,,23.18,113.38,,,M. sinensis,East Asia-wide,0.001,0.068,0.007,0,0.821,0.046,0.005,0.052,5,no,,,,,,,,,,,,,,
924,PMS-447,,,23.19,113.38,,,M. sinensis,East Asia-wide,0.001,0.062,0.005,0.01,0.798,0.074,0.001,0.048,5,no,,,,,,,,,,,,,,
903,PMS-448,,,23.17,113.38,,,M. sinensis,East Asia-wide,0.001,0.064,0.003,0.001,0.872,0.024,0.001,0.034,5,no,,,,,,,,,,,,,,
947,PMS-449,,,21.19,110.24,,,M. sinensis,East Asia-wide,0.001,0.001,0.001,0,0.678,0.003,0,0.317,5,no,,,,,,,,,,,,,,
1135,PMS-451,,,21.64,110.24,,,M. sinensis,East Asia-wide,0.275,0.637,0,0,0.086,0,0,0,2,no,,,,,,,,,,,,,,
945,PMS-454,,,21.17,110.29,,,M. sinensis,East Asia-wide,0,0,0.001,0,0.687,0.001,0.001,0.309,5,no,,,,,,,,,,,,,,
875,PMS-457,,,36.21,117.11,,,M. sacchariflorus,East Asia-wide,0,0,0,0.002,0,0,0.997,0,7,no,,,,,,,,,,,,,8.72,4x
882,PMS-458,,,36.17,120.5,,,M. sacchariflorus,East Asia-wide,0.015,0,0,0.005,0,0.003,0.976,0.001,7,no,,,,,,,,,,,,,8.44,4x
891,PMS-459,,,36.22,120.54,,,M. sinensis,East Asia-wide,0.411,0.104,0,0,0.001,0,0.482,0.001,5,no,,,,,,,,,,,,,,
1122,PMS-460,,,36.25,120.57,,,M. sinensis,East Asia-wide,0.002,0.802,0.001,0.01,0.001,0.001,0.006,0.178,2,no,,,,,,,,,,,,,,
1387,PMS-464,,,36.23,117.08,,,M. sinensis,East Asia-wide,0.729,0.236,0.003,0.002,0.024,0.002,0.004,0,1,no,,,,,,,,,,,,,,
1385,PMS-466,,,37.17,121.73,,,M. sinensis,East Asia-wide,0.761,0.195,0.007,0.006,0.021,0.001,0.005,0.004,1,no,,,,,,,,,,,,,,
889,PMS-467,,,37.17,121.74,,,M. sinensis,East Asia-wide,0.396,0.111,0,0,0,0,0.492,0,7,no,,,,,,,,,,,,,,
888,PMS-468,,,30.89,104.49,,,M. sinensis,East Asia-wide,0.398,0.105,0,0,0,0,0.496,0.001,7,no,,,,,,,,,,,,,,
1053,PMS-469,,,30.75,104.94,,,M. sinensis,East Asia-wide,0,0.2,0.006,0,0.002,0.007,0.015,0.77,8,no,,,,,,,,,,,,,,
1050,PMS-472,,,30.56,105.27,,,M. sinensis,East Asia-wide,0.003,0.162,0.001,0,0.037,0.001,0,0.797,8,no,,,,,,,,,,,,,,
1058,PMS-474,,,30.74,105.18,,,M. sinensis,East Asia-wide,0.004,0.269,0,0,0.005,0.001,0,0.721,8,no,,,,,,,,,,,,,,
1074,PMS-475,,,30.93,105.06,,,M. sinensis,East Asia-wide,0.032,0.304,0.002,0.002,0.006,0,0.006,0.648,8,no,,,,,,,,,,,,,,
890,PMS-476,,,30.26,104.04,,,M. sinensis,East Asia-wide,0.399,0.114,0,0,0,0,0.486,0,7,no,,,,,,,,,,,,,,
1046,PMS-478,,,30.28,104.03,,,M. sinensis,East Asia-wide,0.001,0.115,0,0,0.034,0,0,0.85,8,no,,,,,,,,,,,,,,
1033,PMS-482,,,30.56,104.3,,,M. sinensis,East Asia-wide,0,0.094,0,0,0.001,0.001,0.003,0.9,8,no,,,,,,,,,,,,,,
1021,PMS-489,,,29.92,102.84,,,M. sinensis,East Asia-wide,0.001,0.035,0.003,0.001,0.003,0.002,0.001,0.953,8,no,,,,,,,,,,,,,,
1013,PMS-490,,,30.02,102.79,,,M. sinensis,East Asia-wide,0.001,0.011,0.001,0,0.017,0,0,0.969,8,no,,,,,,,,,,,,,,
1014,PMS-491,,,30.06,102.9,,,M. sinensis,East Asia-wide,0,0.03,0,0.001,0,0,0,0.967,8,no,,,,,,,,,,,,,,
1011,PMS-494,,,30.03,102.9,,,M. sinensis,East Asia-wide,0.001,0.001,0.001,0.001,0.024,0.001,0,0.971,8,no,,,,,,,,,,,,,,
1361,PMS-496,,,41.91,124.67,,,M. sinensis,East Asia-wide,0.827,0.146,0,0,0.024,0,0.002,0,1,no,,,,,,,,,,,,,,
1360,PMS-502,,,42,124.5,,,M. sinensis,East Asia-wide,0.827,0.171,0.001,0,0,0,0,0,1,no,,,,,,,,,,,,,,
1374,PMS-504,,,41.82,123.4,,,M. sinensis,East Asia-wide,0.797,0.194,0.001,0,0.005,0.002,0.001,0.001,1,no,,,,,,,,,,,,,,
1367,PMS-505,,,41.24,123.69,,,M. sinensis,East Asia-wide,0.815,0.183,0,0,0,0,0,0,1,no,,,,,,,,,,,,,,
1039,PMS-507,,,41.19,123.82,,,M. sinensis,East Asia-wide,0.001,0.123,0.001,0,0,0,0.004,0.87,8,no,,,,,,,,,,,,,,
1382,PMS-510,,,41.19,123.85,,,M. sinensis,East Asia-wide,0.767,0.21,0.001,0.004,0.001,0,0.013,0.004,1,no,,,,,,,,,,,,,,
1380,PMS-511,,,41.23,123.76,,,M. sinensis,East Asia-wide,0.776,0.219,0,0,0.003,0,0.001,0.001,1,no,,,,,,,,,,,,,,
878,PMS-512,,,41.33,123.69,,,M. sacchariflorus,East Asia-wide,0.008,0,0,0,0,0,0.991,0,7,no,,,,,,,,,,,,,4.23,2x
1040,PMS-519,,,30.79,107.02,,,M. sinensis,East Asia-wide,0,0.086,0,0,0.047,0,0,0.865,8,no,,,,,,,,,,,,,,
1042,PMS-521,,,30.82,107.31,,,M. sinensis,East Asia-wide,0.001,0.131,0,0.001,0.005,0,0,0.862,8,no,,,,,,,,,,,,,,
1055,PMS-523,,,31.23,107.52,,,M. sinensis,East Asia-wide,0.004,0.189,0,0,0.051,0.005,0,0.749,8,no,,,,,,,,,,,,,,
1054,PMS-524,,,31.21,107.58,,,M. sinensis,East Asia-wide,0.005,0.163,0.001,0,0.069,0,0,0.761,8,no,,,,,,,,,,,,,,
1066,PMS-526,,,31.08,107.88,,,M. sinensis,East Asia-wide,0.001,0.232,0.003,0.002,0.067,0.001,0.001,0.694,8,no,,,,,,,,,,,,,,
895,PMS-533,,,31.02,108.87,,,M. sinensis,East Asia-wide,0.17,0.373,0.001,0.003,0.182,0.001,0.263,0.007,2,no,,,,,,,,,,,,,,
1006,PMS-535,,,31.13,109.02,,,M. sinensis,East Asia-wide,0.002,0.443,0.012,0.001,0.08,0.005,0.009,0.449,5,no,,,,,,,,,,,,,,
1005,PMS-541,,,30.68,109.46,,,M. sinensis,East Asia-wide,0.006,0.315,0.002,0.001,0.123,0.001,0.005,0.546,5,no,,,,,,,,,,,,,,
1004,PMS-543,,,30.55,109.36,,,M. sinensis,East Asia-wide,0.001,0.326,0.008,0,0.134,0.001,0.001,0.529,5,no,,,,,,,,,,,,,,
1003,PMS-544,,,30.44,109.33,,,M. sinensis,East Asia-wide,0.042,0.377,0.004,0,0.261,0.039,0.001,0.277,5,no,,,,,,,,,,,,,,
1038,PMS-546,,,30.27,109.46,,,M. sinensis,East Asia-wide,0.011,0.002,0.001,0.01,0.079,0.001,0.012,0.884,8,no,,,,,,,,,,,,,,
1075,PMS-552,,,29.34,109.6,,,M. sinensis,East Asia-wide,0.001,0.16,0,0,0.202,0,0,0.636,8,no,,,,,,,,,,,,,,
1078,PMS-555,,,28.99,109.83,,,M. sinensis,East Asia-wide,0.033,0.158,0.001,0,0.22,0.001,0.005,0.582,8,no,,,,,,,,,,,,,,
1002,PMS-557,,,28.52,109.49,,,M. sinensis,East Asia-wide,0.001,0.18,0.001,0.003,0.353,0.025,0,0.437,5,no,,,,,,,,,,,,,,
996,PMS-558,,,28.35,109.55,,,M. sinensis,East Asia-wide,0.003,0.153,0.002,0.004,0.449,0.002,0,0.388,5,no,,,,,,,,,,,,,,
995,PMS-560,,,27.85,109.77,,,M. sinensis,East Asia-wide,0.004,0.131,0,0,0.457,0.002,0,0.404,5,no,,,,,,,,,,,,,,
968,PMS-571,,,25.35,110.11,,,M. sinensis,East Asia-wide,0.027,0.11,0.001,0,0.604,0.001,0.001,0.256,5,no,,,,,,,,,,,,,,
990,PMS-574,,,25.02,109.59,,,M. sinensis,East Asia-wide,0.041,0.03,0.001,0.001,0.483,0.018,0.008,0.418,5,no,,,,,,,,,,,,,,
994,PMS-576,,,25.77,109.59,,,M. sinensis,East Asia-wide,0.003,0.063,0,0.012,0.459,0.001,0,0.46,5,no,,,,,,,,,,,,,,
1171,PMS-584,,,26.68,108.18,,,M. sinensis,East Asia-wide,0.428,0.453,0,0,0.117,0,0,0.001,2,no,,,,,,,,,,,,,,
1060,PMS-586,,,27,108.7,,,M. sinensis,East Asia-wide,0.016,0.037,0,0,0.234,0,0.001,0.711,8,no,,,,,,,,,,,,,,
992,PMS-589,,,27.95,109.28,,,M. sinensis,East Asia-wide,0.003,0.144,0.001,0.001,0.473,0.002,0.006,0.37,5,no,,,,,,,,,,,,,,
1045,PMS-592,,,28.8,108.92,,,M. sinensis,East Asia-wide,0.001,0.035,0.001,0,0.11,0.001,0,0.852,8,no,,,,,,,,,,,,,,
1007,PMS-600,,,29.28,106.74,,,M. sinensis,East Asia-wide,0,0.013,0,0.001,0.001,0,0.001,0.983,8,no,,,,,,,,,,,,,,
1174,PMS-601,,,30.25,119.69,,,M. sinensis,East Asia-wide,0.362,0.447,0.001,0.001,0.186,0.001,0.002,0,2,no,,,,,,,,,,,,,,
1166,PMS-602,,,30.31,119.57,,,M. sinensis,East Asia-wide,0.299,0.465,0.013,0.001,0.205,0.014,0.001,0.003,2,no,,,,,,,,,,,,,,
1169,PMS-605,,,30.31,119.49,,,M. sinensis,East Asia-wide,0.351,0.462,0.001,0.006,0.179,0,0.001,0,2,no,,,,,,,,,,,,,,
1173,PMS-606,,,30.36,119.47,,,M. sinensis,East Asia-wide,0.342,0.448,0.001,0.001,0.206,0.001,0,0,2,no,,,,,,,,,,,,,,
1165,PMS-607,,,30.3,119.45,,,M. sinensis,East Asia-wide,0.364,0.466,0.002,0,0.166,0,0,0.001,2,no,,,,,,,,,,,,,,
1167,PMS-610,,,30.21,119.59,,,M. sinensis,East Asia-wide,0.36,0.465,0.004,0.001,0.17,0,0,0,2,no,,,,,,,,,,,,,,
1177,PMS-612,,,30.15,119.7,,,M. sinensis,East Asia-wide,0.347,0.444,0.001,0,0.207,0.001,0,0,2,no,,,,,,,,,,,,,,
1163,PMS-614,,,30.27,119.72,,,M. sinensis,East Asia-wide,0.28,0.477,0.034,0.001,0.195,0.001,0.008,0.004,2,no,,,,,,,,,,,,,,
939,Uruma-1a,,,26.34,127.85,,,M. sinensis,East Asia-wide,0,0,0.06,0.017,0.717,0.095,0.004,0.106,5,no,,,,,,,,,,,,,,
1391,DC-2010-001-A,,,38.94,-77.05,,,M. sinensis,USA naturalized,0.046,0.01,0.302,0.077,0.044,0.489,0.016,0.017,,no,,,,,,,,,,,,,,
1392,DC-2010-001-E,,,38.94,-77.05,,,M. sinensis,USA naturalized,0.021,0.016,0.303,0.073,0.043,0.528,0.007,0.008,,no,,,,,,,,,,,,,,
1393,KY-2009-001-B20-a,,,37.8,-83.66,,,M. sinensis,USA naturalized,0.017,0.014,0.36,0.062,0.042,0.492,0.003,0.011,,no,,,,,,,,,,,,,,
1394,KY-2009-001-B20-b,,,37.8,-83.66,,,M. sinensis,USA naturalized,0.029,0.018,0.32,0.079,0.041,0.5,0.004,0.01,,no,,,,,,,,,,,,,,
1395,KY-2009-001-B20-e,,,37.8,-83.66,,,M. sinensis,USA naturalized,0.024,0.017,0.34,0.066,0.05,0.486,0.004,0.012,,no,,,,,,,,,,,,,,
1396,KY-2009-001-C,,,37.8,-83.66,,,M. sinensis,USA naturalized,0.02,0.02,0.327,0.064,0.035,0.524,0.004,0.006,,no,,,,,,,,,,,,,,
1397,KY-2009-001-D,,,37.8,-83.66,,,M. sinensis,USA naturalized,0.041,0.017,0.329,0.077,0.054,0.453,0.015,0.015,,no,,,,,,,,,,,,,,
1400,NC-2010-001.5-B(18)-a,,,35.55,-82.57,,,M. sinensis,USA naturalized,0.03,0.012,0.222,0.021,0.05,0.643,0.008,0.014,,no,,,,,,,,,,,,,,
1401,NC-2010-001.5-B(18)-b,,,35.55,-82.57,,,M. sinensis,USA naturalized,0.02,0.007,0.271,0.019,0.043,0.629,0.003,0.006,,no,,,,,,,,,,,,,,
1402,NC-2010-001.5-C,,,35.55,-82.57,,,M. sinensis,USA naturalized,0.029,0.015,0.259,0.05,0.052,0.574,0.007,0.015,,no,,,,,,,,,,,,,,
1398,NC-2010-001-009,,,35.53,-82.55,,,M. sinensis,USA naturalized,0.031,0.016,0.258,0.042,0.039,0.596,0.005,0.014,,no,,,,,,,,,,,,,,
1399,NC-2010-001-010,,,35.53,-82.55,,,M. sinensis,USA naturalized,0.025,0.014,0.277,0.044,0.039,0.58,0.005,0.015,,no,,,,,,,,,,,,,,
1403,NC-2010-001-B,,,35.53,-82.55,,,M. sinensis,USA naturalized,0.023,0.014,0.228,0.015,0.034,0.664,0.003,0.019,,no,,,,,,,,,,,,,,
1404,NC-2010-001-B(44)-e,,,35.53,-82.55,,,M. sinensis,USA naturalized,0.03,0.018,0.231,0.023,0.037,0.64,0.008,0.013,,no,,,,,,,,,,,,,,
1405,NC-2010-002-001,,,35.84,-82.62,,,M. sinensis,USA naturalized,0.035,0.012,0.208,0.015,0.045,0.646,0.031,0.008,,no,,,,,,,,,,,,,,
1406,NC-2010-002-002,,,35.84,-82.62,,,M. sinensis,USA naturalized,0.019,0.009,0.252,0.025,0.034,0.65,0.002,0.01,,no,,,,,,,,,,,,,,
1407,NC-2010-003-001,,,35.59,-82.57,,,M. sinensis,USA naturalized,0.025,0.007,0.262,0.031,0.041,0.611,0.013,0.01,,no,,,,,,,,,,,,,,
1408,NC-2010-003-B(50)-a,,,35.59,-82.57,,,M. sinensis,USA naturalized,0.043,0.015,0.213,0.019,0.041,0.653,0.004,0.012,,no,,,,,,,,,,,,,,
1409,NC-2010-003-B(50)-b,,,35.59,-82.57,,,M. sinensis,USA naturalized,0.03,0.015,0.205,0.025,0.036,0.659,0.015,0.014,,no,,,,,,,,,,,,,,
1410,NC-2010-003-D,,,35.59,-82.57,,,M. sinensis,USA naturalized,0.02,0.014,0.231,0.024,0.043,0.649,0.004,0.015,,no,,,,,,,,,,,,,,
1411,NC-2010-003-E,,,35.59,-82.57,,,M. sinensis,USA naturalized,0.03,0.019,0.257,0.038,0.049,0.592,0.005,0.011,,no,,,,,,,,,,,,,,
1412,NC-2010-004-B(37)-a,,,35.76,-82.54,,,M. sinensis,USA naturalized,0.014,0.007,0.317,0.03,0.033,0.591,0.003,0.006,,no,,,,,,,,,,,,,,
1413,NC-2010-004-B(37)-b,,,35.76,-82.54,,,M. sinensis,USA naturalized,0.015,0.005,0.375,0.067,0.033,0.498,0.003,0.004,,no,,,,,,,,,,,,,,
1414,NC-2010-004-B(37)-d,,,35.76,-82.54,,,M. sinensis,USA naturalized,0.024,0.011,0.243,0.039,0.048,0.606,0.007,0.021,,no,,,,,,,,,,,,,,
1415,NC-2010-004-E,,,35.76,-82.54,,,M. sinensis,USA naturalized,0.025,0.01,0.296,0.044,0.054,0.554,0.007,0.01,,no,,,,,,,,,,,,,,
1416,OH-2009-001-B(20)-b,,,39.48,-81.3,,,M. sinensis,USA naturalized,0.031,0.015,0.317,0.059,0.039,0.525,0.005,0.009,,no,,,,,,,,,,,,,,
1417,OH-2009-001-B(20)-d,,,39.48,-81.3,,,M. sinensis,USA naturalized,0.031,0.015,0.302,0.067,0.048,0.521,0.008,0.009,,no,,,,,,,,,,,,,,
1418,PA-2010-001-002,,,40.08,-75.48,,,M. sinensis,USA naturalized,0.025,0.01,0.365,0.064,0.038,0.487,0.004,0.007,,no,,,,,,,,,,,,,,
1419,PA-2010-001-005,,,40.08,-75.48,,,M. sinensis,USA naturalized,0.031,0.011,0.365,0.084,0.048,0.442,0.011,0.008,,no,,,,,,,,,,,,,,
1420,PA-2010-001-B(63)-a,,,40.08,-75.48,,,M. sinensis,USA naturalized,0.03,0.017,0.337,0.093,0.045,0.457,0.009,0.012,,no,,,,,,,,,,,,,,
1421,PA-2010-001-B(63)-c,,,40.08,-75.48,,,M. sinensis,USA naturalized,0.016,0.012,0.367,0.098,0.044,0.435,0.017,0.01,,no,,,,,,,,,,,,,,
1422,PA-2010-002-004,,,39.95,-75.39,,,M. sinensis,USA naturalized,0.021,0.007,0.419,0.14,0.02,0.379,0.005,0.008,,no,,,,,,,,,,,,,,
1423,PA-2010-002-013,,,39.95,-75.39,,,M. sinensis,USA naturalized,0.02,0.013,0.438,0.091,0.044,0.376,0.008,0.011,,no,,,,,,,,,,,,,,
1424,PA-2010-002-015,,,39.95,-75.39,,,M. sinensis,USA naturalized,0.023,0.012,0.422,0.099,0.038,0.396,0.003,0.007,,no,,,,,,,,,,,,,,
1425,PA-2010-002-B(3)-a,,,39.95,-75.39,,,M. sinensis,USA naturalized,0.02,0.008,0.399,0.098,0.04,0.423,0.003,0.01,,no,,,,,,,,,,,,,,
1426,PA-2010-002-B(3)-d,,,39.95,-75.39,,,M. sinensis,USA naturalized,0.038,0.013,0.226,0.018,0.036,0.651,0.006,0.012,,no,,,,,,,,,,,,,,
1427,PA-2010-002-E,,,39.95,-75.39,,,M. sinensis,USA naturalized,0.019,0.011,0.411,0.123,0.043,0.372,0.007,0.015,,no,,,,,,,,,,,,,,
1428,PA-2010-003-B(20)-a,,,39.96,-75.4,,,M. sinensis,USA naturalized,0.013,0.009,0.429,0.123,0.026,0.392,0.004,0.005,,no,,,,,,,,,,,,,,
1429,PA-2010-003-B(20)-b,,,39.96,-75.4,,,M. sinensis,USA naturalized,0.027,0.012,0.369,0.132,0.038,0.397,0.012,0.012,,no,,,,,,,,,,,,,,
1430,PA-2010-003-B(20)-c,,,39.96,-75.4,,,M. sinensis,USA naturalized,0.018,0.012,0.431,0.121,0.035,0.37,0.006,0.008,,no,,,,,,,,,,,,,,
1431,VA-2010-001-022,,,38.55,-77.36,,,M. sinensis,USA naturalized,0.036,0.019,0.231,0.025,0.046,0.626,0.006,0.012,,no,,,,,,,,,,,,,,
1432,VA-2010-001-B40-e,,,38.55,-77.36,,,M. sinensis,USA naturalized,0.035,0.01,0.222,0.022,0.053,0.637,0.008,0.013,,no,,,,,,,,,,,,,,
1433,UI10-00008,,M. sacchariflorus 'Hortico',NA,NA,,,M. sacchariflorus,USA ornamental,0.001,0.001,0.001,0.001,0.001,0.001,0.993,0.001,,no,,,,,,,,,,,,,,
1502,UI10-00012,,M. sinensis 'Cabaret',NA,NA,,,M. sinensis var. condensatus,USA ornamental,0.003,0.007,0.715,0.038,0.006,0.225,0.004,0.003,,no,,,,,,,,,,,,,,
1499,UI10-00015,,M. sinensis 'Cosmopolitan',NA,NA,,,M. sinensis var. condensatus,USA ornamental,0.003,0.007,0.664,0.054,0.018,0.252,0.001,0.002,,no,,,,,,,,,,,,,,
1487,UI10-00017,,M. sinensis 'condensatus',NA,NA,,,M. sinensis,USA ornamental,0.033,0.013,0.288,0.052,0.038,0.563,0.002,0.011,,no,,,,,,,,,,,,,,
1435,UI10-00019,,M. sinensis x M. sacchariflorus 'purpurascens',NA,NA,,,M. sinensis var. purpurascens,USA ornamental,0.409,0.012,0.001,0.001,0.001,0.001,0.571,0.003,,no,,,,,,,,,,,,,,
1474,UI10-00020,,M. sinensis 'Adagio',NA,NA,,,M. sinensis,USA ornamental,0.023,0.005,0.176,0.027,0.104,0.656,0.002,0.008,,no,,,,,,,,,,,,,,
1440,UI10-00021,,M. sinensis 'Allegro',NA,NA,,,M. sinensis,USA ornamental,0.138,0.024,0.2,0.174,0.026,0.27,0.161,0.007,,no,,,,,,,,,,,,,,
1505,UI10-00022,,M. sinensis 'Altweibersommer',NA,NA,,,M. sinensis,USA ornamental,0.013,0.002,0.715,0.12,0.003,0.139,0.005,0.002,,no,,,,,,,,,,,,,,
1466,UI10-00023,,M. sinensis 'Andante',NA,NA,,,M. sinensis,USA ornamental,0.041,0.016,0.402,0.129,0.032,0.317,0.056,0.007,,no,,,,,,,,,,,,,,
1470,UI10-00024,,M. sinensis 'Arabesque',NA,NA,,,M. sinensis,USA ornamental,0.02,0.009,0.207,0.021,0.06,0.672,0.006,0.005,,no,,,,,,,,,,,,,,
1479,UI10-00025,,M. sinensis 'Autumn Light',NA,NA,,,M. sinensis,USA ornamental,0.032,0.014,0.241,0.029,0.038,0.628,0.006,0.013,,no,,,,,,,,,,,,,,
1465,UI10-00026,,M. sinensis 'Ben Graz',NA,NA,,,M. sinensis,USA ornamental,0.07,0.015,0.338,0.153,0.029,0.326,0.057,0.012,,no,,,,,,,,,,,,,,
1448,UI10-00027,,M. sinensis 'Ben Rotkopf',NA,NA,,,M. sinensis,USA ornamental,0.089,0.028,0.251,0.055,0.038,0.373,0.152,0.015,,no,,,,,,,,,,,,,,
1503,UI10-00028,,M. sinensis 'Berlin',NA,NA,,,M. sinensis,USA ornamental,0.007,0.006,0.693,0.091,0.037,0.163,0.002,0.002,,no,,,,,,,,,,,,,,
1456,UI10-00029,,M. sinensis 'Bitsy Ben',NA,NA,,,M. sinensis,USA ornamental,0.045,0.012,0.164,0.278,0.032,0.349,0.11,0.009,,no,,,,,,,,,,,,,,
1508,UI10-00030,,M. sinensis 'Blondo',NA,NA,,,M. sinensis,USA ornamental,0.011,0.005,0.804,0.07,0.019,0.085,0.003,0.004,,no,,,,,,,,,,,,,,
1458,UI10-00031,,M. sinensis 'Bluetenwunder',NA,NA,,,M. sinensis,USA ornamental,0.129,0.018,0.152,0.289,0.03,0.266,0.107,0.01,,no,,,,,,,,,,,,,,
1501,UI10-00032,,M. sinensis 'Bodacious Ben',NA,NA,,,M. sinensis,USA ornamental,0.023,0.01,0.474,0.208,0.029,0.232,0.012,0.011,,no,,,,,,,,,,,,,,
1491,UI10-00033,,M. sinensis 'Border Bandit',NA,NA,,,M. sinensis,USA ornamental,0.021,0.012,0.35,0.084,0.037,0.476,0.005,0.015,,no,,,,,,,,,,,,,,
1437,UI10-00035,,M. sinensis 'Burgander',NA,NA,,,M. sinensis,USA ornamental,0.213,0.038,0.099,0.019,0.036,0.337,0.249,0.01,,no,,,,,,,,,,,,,,
1473,UI10-00036,,M. sinensis 'Dixieland',NA,NA,,,M. sinensis,USA ornamental,0.041,0.013,0.198,0.029,0.044,0.657,0.008,0.01,,no,,,,,,,,,,,,,,
1500,UI10-00038,,M. sinensis 'Emerald Shadow',NA,NA,,,M. sinensis,USA ornamental,0.009,0.007,0.657,0.057,0.024,0.237,0.004,0.006,,no,,,,,,,,,,,,,,
1460,UI10-00039,,M. sinensis 'Emmanuel LePage',NA,NA,,,M. sinensis,USA ornamental,0.098,0.022,0.102,0.094,0.295,0.244,0.101,0.046,,no,,,,,,,,,,,,,,
1439,UI10-00040,,M. sinensis 'Ferner Osten',NA,NA,,,M. sinensis,USA ornamental,0.166,0.026,0.138,0.14,0.04,0.294,0.188,0.009,,no,,,,,,,,,,,,,,
1441,UI10-00042,,M. sinensis 'Giraffe',NA,NA,,,M. sinensis,USA ornamental,0.135,0.028,0.21,0.164,0.026,0.268,0.16,0.009,,no,,,,,,,,,,,,,,
1482,UI10-00043,,M. sinensis 'Gold and Silver',NA,NA,,,M. sinensis,USA ornamental,0.023,0.007,0.232,0.023,0.063,0.622,0.009,0.02,,no,,,,,,,,,,,,,,
1463,UI10-00044,,M. sinensis 'Gold Bar',NA,NA,,,M. sinensis,USA ornamental,0.049,0.032,0.428,0.129,0.042,0.241,0.068,0.01,,no,,,,,,,,,,,,,,
1510,UI10-00045,,M. sinensis 'Goldfeder',NA,NA,,,M. sinensis,USA ornamental,0.009,0.005,0.821,0.069,0.031,0.06,0.004,0.001,,no,,,,,,,,,,,,,,
1452,UI10-00047,,M. sinensis 'Goliath',NA,NA,,,M. sinensis,USA ornamental,0.08,0.027,0.142,0.302,0.026,0.292,0.122,0.008,,no,,,,,,,,,,,,,,
1478,UI10-00048,,M. sinensis 'Gracillimus',NA,NA,,,M. sinensis,USA ornamental,0.035,0.014,0.232,0.027,0.043,0.628,0.007,0.014,,no,,,,,,,,,,,,,,
1476,UI10-00051,,M. sinensis 'Gracillimus Nana',NA,NA,,,M. sinensis,USA ornamental,0.025,0.01,0.227,0.018,0.057,0.644,0.006,0.013,,no,,,,,,,,,,,,,,
1453,UI10-00052,,M. sinensis 'Graziella',NA,NA,,,M. sinensis,USA ornamental,0.046,0.013,0.163,0.276,0.036,0.342,0.114,0.01,,no,,,,,,,,,,,,,,
1489,UI10-00053,,M. sinensis 'Grosse Fontaine',NA,NA,,,M. sinensis,USA ornamental,0.019,0.009,0.213,0.234,0.027,0.483,0.004,0.011,,no,,,,,,,,,,,,,,
1507,UI10-00054,,M. sinensis 'Haiku',NA,NA,,,M. sinensis,USA ornamental,0.009,0.009,0.795,0.084,0.007,0.088,0.003,0.006,,no,,,,,,,,,,,,,,
1455,UI10-00055,,M. sinensis 'Helga Reich',NA,NA,,,M. sinensis,USA ornamental,0.047,0.013,0.172,0.279,0.031,0.337,0.112,0.008,,no,,,,,,,,,,,,,,
1462,UI10-00056,,M. sinensis 'Huron Blush',NA,NA,,,M. sinensis,USA ornamental,0.041,0.018,0.451,0.201,0.036,0.169,0.078,0.006,,no,,,,,,,,,,,,,,
