Order in barchart,Individual,Accession,Alt ID,Latitude,Longitude,Prefecture (Japan),Collection type,Species based on morphology,Study,"Korea, N China",Yangtze-Qinling,Central Japan,North Japan,SE China,South Japan,Msa,Sichuan,DAPC group,Included in sPCA?,Sac-17,Sac-26,Sac-10,Sac-13,Sac-2,Sac-3,Mcp-10,Mcp-16,Mcp-2,Mcp-5,plastid haplotype ID (letter),plastid haplotype  ID (number),DNA content (pg/2C),Ploidy
300,Koike-13e,Koike-13,,35.66,139.39,Tokyo,seed,M. sinensis,Japan dense-sampling,0.001,0.004,0.641,0.135,0.014,0.195,0.008,0.001,3,yes,251,194,294,306,270,287,215,225,227,249,A,28,,
276,Koike-14c,Koike-14,,36.31,138.33,Nagano,seed,M. sinensis,Japan dense-sampling,0,0.001,0.714,0.071,0.001,0.215,0,0,3,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
279,Koike-14d,Koike-14,,36.31,138.33,Nagano,seed,M. sinensis,Japan dense-sampling,0,0,0.686,0.1,0,0.213,0,0,3,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
273,Koike-14e,Koike-14,,36.31,138.33,Nagano,seed,M. sinensis,Japan dense-sampling,0.001,0,0.653,0.118,0.001,0.221,0.006,0.001,3,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
159,Koike-18a,Koike-18,,35.05,133.72,Tottori,seed,M. sinensis,Japan dense-sampling,0.002,0.001,0.156,0.001,0.006,0.833,0,0.001,6,yes,255,194,294,305,266,285,216,226,228,242,,50,,
164,Koike-18b,Koike-18,,35.05,133.72,Tottori,seed,M. sinensis,Japan dense-sampling,0.001,0,0.164,0,0.009,0.825,0,0.001,6,yes,251,194,294,306,271,287,215,226,227,249,B,2,,
51,Koike-18c,Koike-18,,35.05,133.72,Tottori,seed,M. sacchariflorus,Japan dense-sampling,0.001,0.001,0.011,0.008,0.002,0.042,0.934,0.001,7,no,248,194,295,307,267,283,213,224,226,258,,4,8.33,4x
140,Koike-18d,Koike-18,,35.05,133.72,Tottori,seed,M. sinensis,Japan dense-sampling,0.001,0,0.129,0.002,0.001,0.866,0,0,6,yes,255,194,294,304,266,285,216,225,228,242,,51,,
166,Koike-18e,Koike-18,,35.05,133.72,Tottori,seed,M. sinensis,Japan dense-sampling,0.003,0.001,0.157,0.025,0.001,0.813,0,0,6,yes,255,194,294,305,266,285,216,226,228,242,,50,5.13,2x
100,Koike-19a,Koike-19,,34.4,132.71,Hiroshima,seed,M. sinensis,Japan dense-sampling,0.001,0.001,0.084,0,0.002,0.91,0,0.001,6,yes,255,194,294,305,266,285,216,225,228,242,I,18,,
86,Koike-20a,Koike-20,,33.54,133.49,Kochi,seed,M. sinensis,Japan dense-sampling,0,0,0.057,0,0,0.942,0,0,6,yes,255,194,296,305,266,285,216,225,228,242,,52,,
94,Koike-20c,Koike-20,,33.54,133.49,Kochi,seed,M. sinensis,Japan dense-sampling,0,0.001,0.079,0.001,0.001,0.919,0,0,6,yes,255,194,294,306,266,285,216,225,228,242,,53,,
153,Koike-20d,Koike-20,,33.54,133.49,Kochi,seed,M. sinensis,Japan dense-sampling,0,0,0.104,0.004,0.043,0.848,0,0,6,yes,255,194,294,305,266,285,216,225,228,242,I,18,,
139,Koike-22b,Koike-22,,31.83,131.42,Miyazaki,seed,M. sinensis,Japan dense-sampling,0.002,0.001,0.088,0,0.043,0.866,0.001,0,6,yes,251,194,294,306,270,288,215,226,227,249,,9,,
137,Koike-22c,Koike-22,,31.83,131.42,Miyazaki,seed,M. sinensis,Japan dense-sampling,0.001,0,0.101,0.001,0.029,0.868,0,0,6,yes,255,194,294,305,266,285,216,225,228,242,I,18,5.12,2x
142,Koike-22d,Koike-22,,31.83,131.42,Miyazaki,seed,M. sinensis,Japan dense-sampling,0.001,0.002,0.096,0.001,0.036,0.864,0,0,6,yes,251,194,294,306,270,288,215,226,227,249,,9,,
161,Koike-22e,Koike-22,,31.83,131.42,Miyazaki,seed,M. sinensis,Japan dense-sampling,0.001,0.004,0.139,0.001,0.026,0.83,0,0,6,yes,251,194,294,306,270,288,215,226,227,249,,9,,
357,Koike-24b,Koike-24,,35.63,139.21,Tokyo,seed,M. sinensis,Japan dense-sampling,0,0,0.792,0.065,0.001,0.141,0,0,3,yes,251,194,294,306,270,287,215,225,227,249,A,28,,
378,Koike-24c,Koike-24,,35.63,139.21,Tokyo,seed,M. sinensis,Japan dense-sampling,0.001,0.001,0.818,0.093,0.001,0.085,0,0.001,3,yes,251,194,294,306,270,287,215,225,227,249,A,28,,
321,Koike-24d,Koike-24,,35.63,139.21,Tokyo,seed,M. sinensis,Japan dense-sampling,0.001,0,0.717,0.105,0.001,0.169,0.007,0,3,yes,251,194,294,306,270,287,215,225,227,249,A,28,,
359,Koike-24e,Koike-24,,35.63,139.21,Tokyo,seed,M. sinensis,Japan dense-sampling,0,0,0.785,0.074,0.001,0.139,0,0,3,yes,251,194,294,306,270,287,215,225,227,249,A,28,,
362,Koike-25a,Koike-25,,36,138.12,Nagano,seed,M. sinensis,Japan dense-sampling,0,0,0.815,0.053,0,0.131,0,0.001,3,yes,255,194,294,305,266,285,216,224,228,242,J,7,,
495,Koike-25b,Koike-25,,36,138.12,Nagano,seed,M. sinensis,Japan dense-sampling,0,0,0.239,0.699,0.001,0.061,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
341,Koike-25c,Koike-25,,36,138.12,Nagano,seed,M. sinensis,Japan dense-sampling,0.001,0,0.755,0.084,0.006,0.154,0,0.001,3,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
56,Tohoku-2010-001,Tohoku-2010-001,JPN-2010-001,38.75,141.02,Miyagi,clonal,M. sacchariflorus,Japan dense-sampling,0.001,0,0.018,0.016,0.009,0.007,0.922,0.026,7,no,248,193,296,307,267,283,213,224,226,259,,1,8.39,4x
411,Tohoku-2010-002a,Tohoku-2010-002,,38.8,141.07,Miyagi,seed,M. sinensis,Japan dense-sampling,0.001,0.002,0.439,0.47,0,0.085,0.002,0.001,3,yes,251,194,294,306,270,287,215,225,227,249,A,28,,
410,Tohoku-2010-002b,Tohoku-2010-002,,38.8,141.07,Miyagi,seed,M. sinensis,Japan dense-sampling,0.001,0.001,0.439,0.467,0.001,0.086,0.005,0.001,3,yes,251,194,294,306,270,287,215,225,227,249,A,28,,
382,Tohoku-2010-002c,Tohoku-2010-002,,38.8,141.07,Miyagi,seed,M. sinensis,Japan dense-sampling,0,0,0.535,0.381,0.001,0.082,0,0.001,3,yes,251,194,294,306,270,287,215,225,227,249,A,28,,
413,Tohoku-2010-002d,Tohoku-2010-002,,38.8,141.07,Miyagi,seed,M. sinensis,Japan dense-sampling,0.001,0,0.429,0.467,0.003,0.089,0.011,0,3,yes,251,194,294,306,270,287,215,225,227,249,A,28,,
390,Tohoku-2010-002e,Tohoku-2010-002,,38.8,141.07,Miyagi,seed,M. sinensis,Japan dense-sampling,0,0,0.477,0.457,0,0.065,0,0,3,yes,251,194,294,306,270,287,215,225,227,249,A,28,,
427,Tohoku-2010-003a,Tohoku-2010-003,,39.18,141.12,Iwate,seed,M. sinensis,Japan dense-sampling,0.002,0.001,0.407,0.565,0.006,0.016,0.002,0.001,4,yes,255,194,294,306,266,285,216,224,228,242,,54,,
435,Tohoku-2010-003b,Tohoku-2010-003,,39.18,141.12,Iwate,seed,M. sinensis,Japan dense-sampling,0,0,0.364,0.575,0,0.059,0.001,0,4,yes,255,194,295,305,266,285,216,225,228,242,H,27,,
426,Tohoku-2010-003d,Tohoku-2010-003,,39.18,141.12,Iwate,seed,M. sinensis,Japan dense-sampling,0,0,0.412,0.53,0.001,0.057,0,0,4,yes,251,194,294,306,270,287,215,227,227,249,,30,,
428,Tohoku-2010-003e,Tohoku-2010-003,,39.18,141.12,Iwate,seed,M. sinensis,Japan dense-sampling,0,0,0.386,0.569,0.001,0.043,0,0,4,yes,251,194,294,306,270,287,215,227,227,249,,30,,
460,Tohoku-2010-005a,Tohoku-2010-005,,39.72,141.01,Iwate,seed,M. sinensis,Japan dense-sampling,0,0,0.301,0.654,0,0.043,0,0.001,4,yes,255,194,295,305,266,285,216,225,228,242,H,27,,
466,Tohoku-2010-005b,Tohoku-2010-005,,39.72,141.01,Iwate,seed,M. sinensis,Japan dense-sampling,0,0,0.296,0.683,0,0.02,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
469,Tohoku-2010-005c,Tohoku-2010-005,,39.72,141.01,Iwate,seed,M. sinensis,Japan dense-sampling,0,0,0.293,0.691,0,0.01,0.004,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
470,Tohoku-2010-005d,Tohoku-2010-005,,39.72,141.01,Iwate,seed,M. sinensis,Japan dense-sampling,0,0,0.292,0.649,0.001,0.054,0.003,0.001,4,yes,255,194,295,305,266,285,216,225,228,242,H,27,,
443,Tohoku-2010-005e,Tohoku-2010-005,,39.72,141.01,Iwate,seed,M. sinensis,Japan dense-sampling,0,0,0.329,0.658,0.001,0.01,0.002,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
442,Tohoku-2010-006a,Tohoku-2010-006,,39.72,140.84,Iwate,seed,M. sinensis,Japan dense-sampling,0.001,0.001,0.329,0.627,0,0.042,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
437,Tohoku-2010-006b,Tohoku-2010-006,,39.72,140.84,Iwate,seed,M. sinensis,Japan dense-sampling,0.001,0,0.353,0.581,0.002,0.061,0.002,0,4,yes,255,194,295,305,266,285,216,225,228,242,H,27,,
464,Tohoku-2010-006c,Tohoku-2010-006,,39.72,140.84,Iwate,seed,M. sinensis,Japan dense-sampling,0,0,0.296,0.631,0.002,0.063,0.002,0.005,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
474,Tohoku-2010-006d,Tohoku-2010-006,,39.72,140.84,Iwate,seed,M. sinensis,Japan dense-sampling,0.002,0.005,0.286,0.648,0,0.052,0.005,0.001,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
450,Tohoku-2010-006e,Tohoku-2010-006,,39.72,140.84,Iwate,seed,M. sinensis,Japan dense-sampling,0,0,0.31,0.641,0,0.048,0,0,4,yes,255,194,294,305,267,285,216,224,228,242,,21,,
462,Tohoku-2010-007a,Tohoku-2010-007,,39.66,140.68,Akita,seed,M. sinensis,Japan dense-sampling,0.001,0,0.299,0.621,0,0.078,0,0,4,yes,,,,,,,,,,,,NA,,
444,Tohoku-2010-007b,Tohoku-2010-007,,39.66,140.68,Akita,seed,M. sinensis,Japan dense-sampling,0.005,0.001,0.324,0.623,0.001,0.041,0.005,0,4,yes,255,194,295,305,266,285,216,225,228,241,,55,,
456,Tohoku-2010-007c,Tohoku-2010-007,,39.66,140.68,Akita,seed,M. sinensis,Japan dense-sampling,0,0,0.305,0.654,0,0.04,0,0,4,yes,255,194,295,305,266,285,216,225,228,241,,55,,
453,Tohoku-2010-007d,Tohoku-2010-007,,39.66,140.68,Akita,seed,M. sinensis,Japan dense-sampling,0,0,0.309,0.641,0.001,0.044,0.004,0.001,4,yes,255,193,295,305,266,285,216,225,228,242,N,29,,
436,Tohoku-2010-007e,Tohoku-2010-007,,39.66,140.68,Akita,seed,M. sinensis,Japan dense-sampling,0.001,0,0.355,0.605,0.001,0.036,0.001,0,4,yes,255,194,295,305,266,285,216,225,228,241,,55,,
480,Tohoku-2010-008c,Tohoku-2010-008,,39.8,140.04,Akita,seed,M. sinensis,Japan dense-sampling,0,0,0.271,0.71,0,0.018,0,0,4,yes,255,194,294,305,266,285,216,224,228,242,J,7,,
476,Tohoku-2010-008d,Tohoku-2010-008,,39.8,140.04,Akita,seed,M. sinensis,Japan dense-sampling,0.001,0.001,0.285,0.708,0,0.003,0.004,0,4,yes,255,194,294,305,266,285,216,224,228,242,J,7,,
478,Tohoku-2010-008f,Tohoku-2010-008,,39.8,140.04,Akita,seed,M. sinensis,Japan dense-sampling,0,0,0.278,0.697,0,0.025,0,0,4,yes,255,194,294,305,266,285,216,224,228,242,J,7,,
487,Tohoku-2010-009a,Tohoku-2010-009,,39.86,140.01,Akita,seed,M. sinensis,Japan dense-sampling,0,0,0.253,0.676,0.002,0.06,0.007,0,4,yes,255,194,294,305,266,285,216,224,228,242,J,7,,
482,Tohoku-2010-009b,Tohoku-2010-009,,39.86,140.01,Akita,seed,M. sinensis,Japan dense-sampling,0,0,0.269,0.696,0.001,0.034,0,0,4,yes,255,194,294,305,267,285,216,224,228,242,,21,,
481,Tohoku-2010-009c,Tohoku-2010-009,,39.86,140.01,Akita,seed,M. sinensis,Japan dense-sampling,0.001,0,0.271,0.711,0.001,0.014,0.001,0.001,4,yes,255,194,294,305,266,285,216,224,228,242,J,7,,
477,Tohoku-2010-009d,Tohoku-2010-009,,39.86,140.01,Akita,seed,M. sinensis,Japan dense-sampling,0.002,0.001,0.28,0.671,0.001,0.044,0.001,0,4,yes,255,194,294,305,266,285,216,224,228,242,J,7,,
486,Tohoku-2010-011a,Tohoku-2010-011,,39.93,139.87,Akita,seed,M. sinensis,Japan dense-sampling,0,0,0.254,0.683,0,0.062,0.001,0,4,yes,,,,,,,,,,,,NA,,
494,Tohoku-2010-011b,Tohoku-2010-011,,39.93,139.87,Akita,seed,M. sinensis,Japan dense-sampling,0,0.001,0.24,0.692,0.006,0.062,0,0,4,yes,251,194,294,306,NA,287,215,226,227,249,,NA,,
449,Tohoku-2010-011c,Tohoku-2010-011,,39.93,139.87,Akita,seed,M. sinensis,Japan dense-sampling,0,0,0.311,0.68,0.001,0.007,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
473,Tohoku-2010-011e,Tohoku-2010-011,,39.93,139.87,Akita,seed,M. sinensis,Japan dense-sampling,0,0,0.288,0.71,0,0.002,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
41,Tohoku-2010-012,Tohoku-2010-012,JPN-2010-004,39.98,139.88,Akita,clonal,M. sacchariflorus,Japan dense-sampling,0.051,0.001,0,0.001,0,0,0.946,0,7,no,248,193,296,307,266,283,213,224,226,259,,39,8.3,4x
484,Tohoku-2010-013a,Tohoku-2010-013,,40.03,140.07,Akita,seed,M. sinensis,Japan dense-sampling,0,0,0.264,0.731,0,0.004,0,0,4,yes,255,194,294,305,266,285,216,224,228,242,J,7,5.13,2x
483,Tohoku-2010-013b,Tohoku-2010-013,,40.03,140.07,Akita,seed,M. sinensis,Japan dense-sampling,0,0,0.265,0.731,0,0.002,0,0,4,yes,255,194,294,305,266,285,216,224,228,242,J,7,,
489,Tohoku-2010-013c,Tohoku-2010-013,,40.03,140.07,Akita,seed,M. sinensis,Japan dense-sampling,0.003,0,0.251,0.742,0,0.004,0,0,4,yes,255,194,294,305,266,285,216,224,228,242,J,7,,
461,Tohoku-2010-013d,Tohoku-2010-013,,40.03,140.07,Akita,seed,M. sinensis,Japan dense-sampling,0,0,0.301,0.696,0,0.002,0,0,4,yes,255,194,294,305,266,285,216,224,228,242,J,7,,
492,Tohoku-2010-013e,Tohoku-2010-013,,40.03,140.07,Akita,seed,M. sinensis,Japan dense-sampling,0,0,0.246,0.725,0,0.025,0.003,0,4,yes,255,194,294,305,266,285,216,224,228,242,J,7,,
53,Tohoku-2010-014,Tohoku-2010-014,JPN-2010-006,40.22,140.23,Akita,clonal,M. sacchariflorus,Japan dense-sampling,0.002,0.002,0.001,0.001,0.018,0.047,0.93,0,7,no,248,193,296,307,267,283,213,224,226,259,,1,8.64,4x
501,Tohoku-2010-015c,Tohoku-2010-015,,40.22,140.23,Akita,seed,M. sinensis,Japan dense-sampling,0,0,0.217,0.782,0,0,0,0,4,yes,255,194,294,305,266,285,216,224,228,242,J,7,5.24,2x
498,Tohoku-2010-015d,Tohoku-2010-015,,40.22,140.23,Akita,seed,M. sinensis,Japan dense-sampling,0,0,0.23,0.768,0.001,0.001,0,0,4,yes,255,194,294,305,266,285,216,224,228,242,J,7,,
507,Tohoku-2010-015e,Tohoku-2010-015,,40.22,140.23,Akita,seed,M. sinensis,Japan dense-sampling,0,0,0.197,0.802,0,0.001,0,0,4,yes,255,194,294,305,266,285,216,224,228,242,J,7,,
508,Tohoku-2010-015f,Tohoku-2010-015,,40.22,140.23,Akita,seed,M. sinensis,Japan dense-sampling,0,0,0.192,0.806,0,0.001,0,0,4,yes,255,194,294,305,266,285,216,224,228,242,J,7,,
502,Tohoku-2010-015g,Tohoku-2010-015,,40.22,140.23,Akita,seed,M. sinensis,Japan dense-sampling,0,0,0.216,0.775,0,0.008,0,0,4,yes,255,194,294,305,266,285,216,224,228,242,J,7,,
493,Tohoku-2010-016a,Tohoku-2010-016,,40.22,140.23,Akita,seed,M. sinensis,Japan dense-sampling,0,0,0.24,0.729,0.001,0.029,0,0,4,yes,255,194,295,305,266,285,216,225,228,242,H,27,,
500,Tohoku-2010-016c,Tohoku-2010-016,,40.22,140.23,Akita,seed,M. sinensis,Japan dense-sampling,0,0,0.225,0.722,0.001,0.05,0.002,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
511,Tohoku-2010-016d,Tohoku-2010-016,,40.22,140.23,Akita,seed,M. sinensis,Japan dense-sampling,0,0,0.191,0.757,0,0.052,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
512,Tohoku-2010-016e,Tohoku-2010-016,,40.22,140.23,Akita,seed,M. sinensis,Japan dense-sampling,0,0,0.185,0.804,0.001,0.009,0,0,4,yes,255,194,295,305,266,285,216,225,228,242,H,27,,
48,Tohoku-2010-017,Tohoku-2010-017,JPN-2010-007,40.12,140.38,Akita,clonal,M. sacchariflorus,Japan dense-sampling,0.016,0.004,0,0.038,0.003,0.001,0.937,0,7,no,248,193,296,307,266,283,213,224,226,259,,39,7.91,4x
26,Tohoku-2010-017a,Tohoku-2010-017,,40.12,140.38,Akita,seed,M. sacchariflorus,Japan dense-sampling,0,0,0.003,0.026,0,0.002,0.967,0.001,7,no,248,194,294,307,267,283,213,224,NA,258,,NA,8.24,4x
38,Tohoku-2010-017b,Tohoku-2010-017,,40.12,140.38,Akita,seed,M. sacchariflorus,Japan dense-sampling,0,0,0.019,0.015,0,0.015,0.95,0,7,no,248,193,296,307,266,283,213,224,226,259,,39,8.69,4x
13,Tohoku-2010-017c,Tohoku-2010-017,,40.12,140.38,Akita,seed,M. sacchariflorus,Japan dense-sampling,0.001,0,0.001,0.015,0.001,0.001,0.981,0.001,7,no,248,194,294,307,267,283,213,224,226,258,,23,8.13,4x
36,Tohoku-2010-017d,Tohoku-2010-017,,40.12,140.38,Akita,seed,M. sacchariflorus,Japan dense-sampling,0,0.001,0.005,0.037,0.001,0.002,0.953,0,7,no,248,193,296,307,266,283,213,224,NA,259,,NA,8.33,4x
496,Tohoku-2010-018a,Tohoku-2010-018,,40.12,140.38,Akita,seed,M. sinensis,Japan dense-sampling,0.002,0,0.236,0.727,0.001,0.029,0.004,0,4,yes,255,194,294,305,267,285,216,224,228,242,,21,,
485,Tohoku-2010-018b,Tohoku-2010-018,,40.12,140.38,Akita,seed,M. sinensis,Japan dense-sampling,0.002,0.001,0.256,0.731,0.001,0.004,0.006,0,4,yes,255,194,294,305,266,285,216,224,228,242,J,7,,
491,Tohoku-2010-018c,Tohoku-2010-018,,40.12,140.38,Akita,seed,M. sinensis,Japan dense-sampling,0,0,0.25,0.742,0,0.007,0,0,4,yes,255,194,294,305,266,285,216,224,228,242,J,7,,
499,Tohoku-2010-018d,Tohoku-2010-018,,40.12,140.38,Akita,seed,M. sinensis,Japan dense-sampling,0.002,0,0.226,0.755,0.001,0.016,0,0,4,yes,255,194,295,305,266,285,216,225,228,242,H,27,,
503,Tohoku-2010-018e,Tohoku-2010-018,,40.12,140.38,Akita,seed,M. sinensis,Japan dense-sampling,0.008,0.004,0.213,0.716,0.009,0.049,0,0,4,yes,255,194,294,305,266,285,216,224,228,242,J,7,,
479,Tohoku-2010-019a,Tohoku-2010-019,,39.96,140.43,Akita,seed,M. sinensis,Japan dense-sampling,0.001,0,0.273,0.706,0.003,0.017,0,0.001,4,yes,255,194,295,305,266,285,216,225,228,242,H,27,,
488,Tohoku-2010-019b,Tohoku-2010-019,,39.96,140.43,Akita,seed,M. sinensis,Japan dense-sampling,0,0,0.252,0.695,0,0.052,0,0,4,yes,255,194,295,305,266,285,216,225,228,242,H,27,,
475,Tohoku-2010-019c,Tohoku-2010-019,,39.96,140.43,Akita,seed,M. sinensis,Japan dense-sampling,0,0,0.285,0.675,0.001,0.037,0,0.001,4,yes,255,194,295,305,266,285,216,225,228,242,H,27,,
471,Tohoku-2010-019d,Tohoku-2010-019,,39.96,140.43,Akita,seed,M. sinensis,Japan dense-sampling,0,0,0.292,0.697,0,0.01,0,0,4,yes,255,194,295,305,266,285,216,225,228,242,H,27,,
434,Tohoku-2010-019e,Tohoku-2010-019,,39.96,140.43,Akita,seed,M. sinensis,Japan dense-sampling,0,0,0.367,0.621,0,0.01,0,0,4,yes,255,194,295,305,266,285,216,225,228,242,H,27,,
47,Tohoku-2010-020,Tohoku-2010-020,JPN-2010-008,39.96,140.43,Akita,clonal,M. sacchariflorus,Japan dense-sampling,0.007,0.008,0.03,0.001,0.001,0.002,0.937,0.013,7,no,248,193,296,307,267,283,213,224,226,259,,1,8.8,4x
497,Tohoku-2010-021a,Tohoku-2010-021,,39.86,140.58,Akita,seed,M. sinensis,Japan dense-sampling,0,0,0.234,0.7,0,0.065,0,0,4,yes,255,194,295,305,266,285,216,225,228,242,H,27,,
465,Tohoku-2010-021b,Tohoku-2010-021,,39.86,140.58,Akita,seed,M. sinensis,Japan dense-sampling,0.001,0.002,0.296,0.646,0.002,0.052,0,0,4,yes,255,194,294,305,266,285,215,224,228,242,,49,,
451,Tohoku-2010-021c,Tohoku-2010-021,,39.86,140.58,Akita,seed,M. sinensis,Japan dense-sampling,0,0,0.31,0.651,0.002,0.033,0.004,0,4,yes,255,194,295,305,266,285,216,225,228,242,H,27,,
440,Tohoku-2010-021d,Tohoku-2010-021,,39.86,140.58,Akita,seed,M. sinensis,Japan dense-sampling,0,0,0.333,0.616,0.002,0.042,0.004,0.002,4,yes,255,194,295,305,266,285,216,225,228,242,H,27,,
455,Tohoku-2010-021e,Tohoku-2010-021,,39.86,140.58,Akita,seed,M. sinensis,Japan dense-sampling,0,0,0.308,0.663,0.002,0.026,0,0,4,yes,255,194,295,305,266,285,216,225,228,242,H,27,,
57,Tohoku-2010-022,Tohoku-2010-022,JPN-2010-009,39.8,140.58,Akita,clonal,M. sacchariflorus,Japan dense-sampling,0.002,0.002,0.001,0.068,0,0.001,0.921,0.005,7,no,248,193,296,307,267,283,213,224,226,259,,1,8.56,4x
438,Tohoku-2010-023a,Tohoku-2010-023,,39.8,140.58,Akita,seed,M. sinensis,Japan dense-sampling,0,0.001,0.346,0.622,0,0.026,0.003,0.001,4,yes,255,193,295,305,266,285,216,225,228,242,N,29,,
445,Tohoku-2010-023b,Tohoku-2010-023,,39.8,140.58,Akita,seed,M. sinensis,Japan dense-sampling,0,0,0.324,0.648,0,0.028,0.001,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
446,Tohoku-2010-023c,Tohoku-2010-023,,39.8,140.58,Akita,seed,M. sinensis,Japan dense-sampling,0.001,0,0.314,0.656,0.002,0.026,0.001,0.002,4,yes,255,194,295,305,266,285,216,225,228,242,H,27,,
472,Tohoku-2010-024a,Tohoku-2010-024,,39.78,140.76,Akita,seed,M. sinensis,Japan dense-sampling,0,0.001,0.289,0.646,0.001,0.06,0.003,0,4,yes,255,194,295,305,266,285,216,225,228,242,H,27,,
447,Tohoku-2010-024b,Tohoku-2010-024,,39.78,140.76,Akita,seed,M. sinensis,Japan dense-sampling,0,0,0.313,0.646,0,0.033,0.005,0.002,4,yes,255,194,295,305,266,285,216,225,228,242,H,27,5.32,2x
458,Tohoku-2010-024c,Tohoku-2010-024,,39.78,140.76,Akita,seed,M. sinensis,Japan dense-sampling,0.002,0.001,0.302,0.639,0,0.056,0,0,4,yes,255,194,294,305,266,285,216,224,228,242,J,7,,
468,Tohoku-2010-024d,Tohoku-2010-024,,39.78,140.76,Akita,seed,M. sinensis,Japan dense-sampling,0,0,0.294,0.656,0.001,0.046,0.001,0.001,4,yes,255,194,294,305,266,285,216,224,228,242,J,7,,
490,Tohoku-2010-024e,Tohoku-2010-024,,39.78,140.76,Akita,seed,M. sinensis,Japan dense-sampling,0.001,0.001,0.25,0.661,0.002,0.064,0.022,0,4,yes,255,194,294,305,266,285,216,224,228,242,J,7,,
52,Tohoku-2010-025,Tohoku-2010-025,JPN-2010-010,39.65,140.15,Akita,clonal,M. sacchariflorus,Japan dense-sampling,0.019,0.001,0.001,0.046,0,0,0.932,0.001,7,no,248,193,296,307,267,283,213,224,226,259,,1,8.44,4x
46,Tohoku-2010-026,Tohoku-2010-026,JPN-2010-011,39.37,140.07,Akita,clonal,M. sacchariflorus,Japan dense-sampling,0.044,0.012,0.001,0.001,0,0.001,0.941,0,7,no,248,193,296,307,267,283,213,224,226,259,,1,8.34,4x
432,Tohoku-2010-027a,Tohoku-2010-027,,39.37,140.07,Akita,seed,M. sinensis,Japan dense-sampling,0,0.002,0.373,0.611,0,0.012,0,0,4,yes,255,194,295,305,266,285,216,225,228,242,H,27,,
424,Tohoku-2010-027b,Tohoku-2010-027,,39.37,140.07,Akita,seed,M. sinensis,Japan dense-sampling,0.001,0,0.374,0.568,0,0.056,0,0,3,yes,255,194,295,305,266,285,216,225,228,241,,55,,
425,Tohoku-2010-027c,Tohoku-2010-027,,39.37,140.07,Akita,seed,M. sinensis,Japan dense-sampling,0,0,0.369,0.573,0.001,0.056,0,0,3,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
421,Tohoku-2010-027d,Tohoku-2010-027,,39.37,140.07,Akita,seed,M. sinensis,Japan dense-sampling,0,0,0.39,0.585,0.001,0.023,0,0.001,3,yes,255,194,295,305,266,285,216,225,228,242,H,27,,
422,Tohoku-2010-027e,Tohoku-2010-027,,39.37,140.07,Akita,seed,M. sinensis,Japan dense-sampling,0,0,0.379,0.561,0,0.058,0,0,3,yes,251,194,294,306,270,287,215,225,227,249,A,28,,
10,Tohoku-2010-028,Tohoku-2010-028,JPN-2010-012,39.37,140.07,Akita,clonal,M. sacchariflorus,Japan dense-sampling,0.001,0.007,0.001,0.002,0.003,0.004,0.983,0,7,no,248,193,296,307,267,292,213,224,226,259,,42,8.3,4x
404,Tohoku-2010-029b,Tohoku-2010-029,,39.14,139.97,Akita,seed,M. sinensis,Japan dense-sampling,0,0,0.452,0.488,0.001,0.055,0.005,0,3,yes,251,194,294,306,270,287,215,225,227,249,A,28,,
415,Tohoku-2010-029c,Tohoku-2010-029,,39.14,139.97,Akita,seed,M. sinensis,Japan dense-sampling,0,0,0.421,0.481,0.002,0.091,0.005,0,3,yes,255,194,295,305,266,285,216,225,228,241,,55,,
412,Tohoku-2010-029d,Tohoku-2010-029,,39.14,139.97,Akita,seed,M. sinensis,Japan dense-sampling,0,0,0.435,0.479,0,0.085,0,0,3,yes,255,194,295,305,266,285,216,225,228,241,,55,,
384,Tohoku-2010-029e,Tohoku-2010-029,,39.14,139.97,Akita,seed,M. sinensis,Japan dense-sampling,0,0,0.504,0.471,0.001,0.022,0,0.001,3,yes,255,194,295,305,266,285,216,225,228,241,,55,,
414,Tohoku-2010-030Aa,Tohoku-2010-030A,,38.66,139.97,Yamagata,seed,M. sinensis,Japan dense-sampling,0,0,0.427,0.488,0.002,0.082,0,0,3,yes,251,194,294,306,270,287,215,226,227,NA,,NA,,
407,Tohoku-2010-030Ab,Tohoku-2010-030A,,38.66,139.97,Yamagata,seed,M. sinensis,Japan dense-sampling,0,0,0.447,0.499,0,0.054,0,0,3,yes,255,194,295,305,266,285,216,225,228,242,H,27,,
