#pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	ec	KO	GO	Best-hit-arabi-name	arabi-symbol	arabi-defline	Best-hit-rice-name	rice-symbol	rice-defline
37913009	Sobic.003G035200	Sobic.003G035200.3	Sobic.003G035200.3.p												
37913007	Sobic.003G035200	Sobic.003G035200.4	Sobic.003G035200.4.p		PTHR11604,PTHR11604:SF7					AT2G19770.1	PRF5	profilin 5	LOC_Os06g05880.1		profilin domain containing protein, expressed
37913008	Sobic.003G035200	Sobic.003G035200.5	Sobic.003G035200.5.p		PTHR11604,PTHR11604:SF7					AT2G19770.1	PRF5	profilin 5	LOC_Os06g05880.1		profilin domain containing protein, expressed
37913010	Sobic.003G035200	Sobic.003G035200.6	Sobic.003G035200.6.p												
37916866	Sobic.003G035266	Sobic.003G035266.1	Sobic.003G035266.1.p												
37917159	Sobic.003G035332	Sobic.003G035332.1	Sobic.003G035332.1.p												
37912521	Sobic.003G035400	Sobic.003G035400.1	Sobic.003G035400.1.p	PF13178,PF00612	PTHR32295,PTHR32295:SF10				GO:0005515	AT3G16490.1	IQD26	IQ-domain 26	LOC_Os01g09470.1		IQ calmodulin-binding motif family protein, expressed
37914911	Sobic.003G035500	Sobic.003G035500.1	Sobic.003G035500.1.p	PF00349,PF03727	PTHR19443,PTHR19443:SF17	KOG1369	2.7.1.1	K00844	GO:0016773,GO:0005975,GO:0005524,GO:0046835,GO:0005536,GO:0004396,GO:0001678	AT4G29130.1	ATHXK1,GIN2,HXK1	hexokinase 1	LOC_Os01g09460.1		hexokinase, putative, expressed
37917987	Sobic.003G035601	Sobic.003G035601.1	Sobic.003G035601.1.p			KOG0173	3.4.25.1			AT3G27430.2	PBB1	N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein	LOC_Os05g09490.2		peptidase, T1 family, putative, expressed
37918718	Sobic.003G035700	Sobic.003G035700.1	Sobic.003G035700.1.p	PF02309	PTHR31734,PTHR31734:SF2			K14484	GO:0006355,GO:0005634	AT3G16500.1	IAA26,PAP1	phytochrome-associated protein 1	LOC_Os05g09480.1		OsIAA16 - Auxin-responsive Aux/IAA gene family member, expressed
37918717	Sobic.003G035700	Sobic.003G035700.2	Sobic.003G035700.2.p	PF02309	PTHR31734,PTHR31734:SF2				GO:0006355,GO:0005634	AT3G16500.1	IAA26,PAP1	phytochrome-associated protein 1	LOC_Os05g09480.1		OsIAA16 - Auxin-responsive Aux/IAA gene family member, expressed
37918719	Sobic.003G035700	Sobic.003G035700.3	Sobic.003G035700.3.p	PF02309	PTHR31734,PTHR31734:SF2			K14484	GO:0006355,GO:0005634	AT3G16500.1	IAA26,PAP1	phytochrome-associated protein 1	LOC_Os05g09480.1		OsIAA16 - Auxin-responsive Aux/IAA gene family member, expressed
37918263	Sobic.003G035801	Sobic.003G035801.1	Sobic.003G035801.1.p	PF02902	PTHR12606,PTHR12606:SF14		3.4.22.68		GO:0008234,GO:0006508	AT4G00690.1	ULP1B	UB-like protease 1B	LOC_Os10g24954.1		ulp1 protease family, C-terminal catalytic domain containing protein, expressed
37912740	Sobic.003G035900	Sobic.003G035900.1	Sobic.003G035900.1.p	PF02668	PTHR10696,PTHR10696:SF21				GO:0055114,GO:0016491	AT3G21360.1		2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	LOC_Os01g09430.1		expressed protein
37914296	Sobic.003G036000	Sobic.003G036000.1	Sobic.003G036000.1.p	PF00390,PF03949	PTHR23406,PTHR23406:SF29		1.1.1.40	K00029	GO:0055114,GO:0004471,GO:0051287	AT1G79750.1	ATNADP-ME4,NADP-ME4	NADP-malic enzyme 4	LOC_Os01g09320.1		NADP-dependent malic enzyme, chloroplast precursor, putative, expressed
37914295	Sobic.003G036000	Sobic.003G036000.2	Sobic.003G036000.2.p	PF03949,PF00390	PTHR23406,PTHR23406:SF29		1.1.1.40		GO:0055114,GO:0051287,GO:0004471	AT5G25880.1	ATNADP-ME3,NADP-ME3	NADP-malic enzyme 3	LOC_Os01g09320.1		NADP-dependent malic enzyme, chloroplast precursor, putative, expressed
37917966	Sobic.003G036100	Sobic.003G036100.1	Sobic.003G036100.1.p												
37917311	Sobic.003G036200	Sobic.003G036200.1	Sobic.003G036200.1.p	PF00390,PF03949	PTHR23406,PTHR23406:SF29		1.1.1.40	K00029	GO:0055114,GO:0004471,GO:0051287	AT1G79750.1	ATNADP-ME4,NADP-ME4	NADP-malic enzyme 4	LOC_Os01g09320.1		NADP-dependent malic enzyme, chloroplast precursor, putative, expressed
37915050	Sobic.003G036300	Sobic.003G036300.1	Sobic.003G036300.1.p	PF03171,PF14226	PTHR10209,PTHR10209:SF146	KOG0143	1.14.11.6		GO:0055114,GO:0016491	AT1G35190.1		2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	LOC_Os01g09300.2		oxidoreductase, putative, expressed
37915051	Sobic.003G036300	Sobic.003G036300.2	Sobic.003G036300.2.p	PF03171,PF14226	PTHR10209,PTHR10209:SF146	KOG0143	1.14.11.6		GO:0055114,GO:0016491	AT1G35190.1		2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	LOC_Os01g09300.3		oxidoreductase, putative, expressed
37914861	Sobic.003G036400	Sobic.003G036400.1	Sobic.003G036400.1.p	PF01399	PTHR14005			K03254	GO:0005515	AT4G11420.1	ATEIF3A-1,ATTIF3A1,EIF3A,EIF3A-1,TIF3A1	eukaryotic translation initiation factor 3A	LOC_Os01g03070.2		transposon protein, putative, unclassified, expressed
37916547	Sobic.003G036500	Sobic.003G036500.1	Sobic.003G036500.1.p	PF00175	PTHR19370,PTHR19370:SF125	KOG0534	1.18.1.2		GO:0055114,GO:0016491	AT1G15140.1		FAD/NAD(P)-binding oxidoreductase	LOC_Os01g03050.1		fruit protein PKIWI502, putative, expressed
37916548	Sobic.003G036500	Sobic.003G036500.2	Sobic.003G036500.2.p	PF00175	PTHR19370,PTHR19370:SF125	KOG0534			GO:0055114,GO:0016491	AT1G15140.1		FAD/NAD(P)-binding oxidoreductase	LOC_Os01g03050.1		fruit protein PKIWI502, putative, expressed
37915593	Sobic.003G036600	Sobic.003G036600.1	Sobic.003G036600.1.p	PF00249	PTHR24078,PTHR24078:SF253					AT5G47390.1		myb-like transcription factor family protein	LOC_Os01g09280.1		myb-related transcription activator, putative, expressed
37913750	Sobic.003G036650	Sobic.003G036650.1	Sobic.003G036650.1.p												
37918465	Sobic.003G036700	Sobic.003G036700.1	Sobic.003G036700.1.p	PF01565,PF09265	PTHR13878,PTHR13878:SF42	KOG1231	1.5.99.12	K00279	GO:0055114,GO:0050660,GO:0016491,GO:0019139,GO:0009690	AT4G29740.2	ATCKX4,CKX4	cytokinin oxidase 4	LOC_Os01g09260.1		cytokinin dehydrogenase precursor, putative, expressed
37914892	Sobic.003G036800	Sobic.003G036800.1	Sobic.003G036800.1.p	PF00400	PTHR22844,PTHR22844:SF178	KOG0279		K10260	GO:0005515	AT5G51980.1		Transducin/WD40 repeat-like superfamily protein	LOC_Os01g09252.1		WD domain, G-beta repeat domain containing protein, expressed
37914893	Sobic.003G036800	Sobic.003G036800.2	Sobic.003G036800.2.p	PF00400	PTHR22844,PTHR22844:SF178	KOG0279		K10260	GO:0005515	AT5G51980.1		Transducin/WD40 repeat-like superfamily protein	LOC_Os01g09252.1		WD domain, G-beta repeat domain containing protein, expressed
37914895	Sobic.003G036800	Sobic.003G036800.3	Sobic.003G036800.3.p	PF00400	PTHR22844,PTHR22844:SF178				GO:0005515	AT5G51980.2		Transducin/WD40 repeat-like superfamily protein	LOC_Os01g09252.1		WD domain, G-beta repeat domain containing protein, expressed
37914894	Sobic.003G036800	Sobic.003G036800.4	Sobic.003G036800.4.p	PF00400	PTHR22844,PTHR22844:SF178				GO:0005515	AT5G51980.2		Transducin/WD40 repeat-like superfamily protein	LOC_Os01g09252.1		WD domain, G-beta repeat domain containing protein, expressed
37918481	Sobic.003G036900	Sobic.003G036900.1	Sobic.003G036900.1.p		PTHR31513,PTHR31513:SF4					AT5G11700.1			LOC_Os01g09246.1		glycine-rich protein, putative, expressed
37913069	Sobic.003G036950	Sobic.003G036950.1	Sobic.003G036950.1.p												
37915406	Sobic.003G037000	Sobic.003G037000.1	Sobic.003G037000.1.p	PF00433,PF07714,PF00069	PTHR24356,PTHR24356:SF206		2.7.11.1		GO:0006468,GO:0005524,GO:0004674,GO:0004672	AT4G33080.1		AGC (cAMP-dependent, cGMP-dependent and protein kinase C) kinase family protein	LOC_Os01g09200.1		AGC_AGC_other_NDRh_TRCd.1 - ACG kinases include homologs to PKA, PKG and PKC, expressed
37914970	Sobic.003G037100	Sobic.003G037100.1	Sobic.003G037100.1.p										LOC_Os01g09190.1		expressed protein
37916647	Sobic.003G037200	Sobic.003G037200.1	Sobic.003G037200.1.p	PF00657	PTHR22835,PTHR22835:SF216		3.1.1.1		GO:0016788	AT5G03610.1		GDSL-like Lipase/Acylhydrolase superfamily protein	LOC_Os09g39430.1		GDSL-like lipase/acylhydrolase, putative, expressed
37914950	Sobic.003G037300	Sobic.003G037300.1	Sobic.003G037300.1.p	PF13426	PTHR24351		2.7.11.1			AT2G02710.2	PLP,PLPA,PLPB,PLPC	PAS/LOV protein B	LOC_Os01g09120.1		Twin LOV 1, putative, expressed
37916753	Sobic.003G037400	Sobic.003G037400.1	Sobic.003G037400.1.p	PF03106	PTHR31221,PTHR31221:SF5				GO:0043565,GO:0006355,GO:0003700	AT5G64810.1	ATWRKY51,WRKY51	WRKY DNA-binding protein 51	LOC_Os01g09100.1		WRKY10, expressed
37916754	Sobic.003G037400	Sobic.003G037400.2	Sobic.003G037400.2.p	PF03106	PTHR31221				GO:0043565,GO:0006355,GO:0003700	AT5G26170.1	ATWRKY50,WRKY50	WRKY DNA-binding protein 50	LOC_Os01g09100.1		WRKY10, expressed
37917313	Sobic.003G037500	Sobic.003G037500.1	Sobic.003G037500.1.p	PF03106	PTHR31429,PTHR31429:SF15				GO:0043565,GO:0006355,GO:0003700	AT4G04450.1	AtWRKY42,WRKY42	WRKY family transcription factor	LOC_Os01g09080.1		WRKY107, expressed
37913704	Sobic.003G037600	Sobic.003G037600.1	Sobic.003G037600.1.p	PF07847	PTHR22966,PTHR22966:SF1	KOG4281	1.13.11.19	K10712	GO:0055114,GO:0016702	AT5G39890.1		Protein of unknown function (DUF1637)	LOC_Os01g09030.1		2-aminoethanethiol dioxygenase, putative, expressed
37913705	Sobic.003G037600	Sobic.003G037600.2	Sobic.003G037600.2.p	PF07847	PTHR22966,PTHR22966:SF1	KOG4281	1.13.11.19	K10712	GO:0055114,GO:0016702	AT5G39890.1		Protein of unknown function (DUF1637)	LOC_Os01g09030.1		2-aminoethanethiol dioxygenase, putative, expressed
37917682	Sobic.003G037700	Sobic.003G037700.1	Sobic.003G037700.1.p	PF00400	PTHR22844,PTHR22844:SF233	KOG1446			GO:0005515	AT5G08390.1		Transducin/WD40 repeat-like superfamily protein	LOC_Os01g09020.1		WD domain, G-beta repeat domain containing protein, expressed
37917684	Sobic.003G037700	Sobic.003G037700.2	Sobic.003G037700.2.p	PF00400	PTHR22844,PTHR22844:SF233				GO:0005515	AT5G25150.1	TAF5	TBP-associated factor 5	LOC_Os01g09020.1		WD domain, G-beta repeat domain containing protein, expressed
37917683	Sobic.003G037700	Sobic.003G037700.3	Sobic.003G037700.3.p	PF00400	PTHR22844,PTHR22844:SF233	KOG1446			GO:0005515	AT5G08390.1		Transducin/WD40 repeat-like superfamily protein	LOC_Os01g09020.1		WD domain, G-beta repeat domain containing protein, expressed
37917685	Sobic.003G037700	Sobic.003G037700.4	Sobic.003G037700.4.p	PF00400	PTHR22844,PTHR22844:SF233	KOG1446			GO:0005515	AT5G08390.1		Transducin/WD40 repeat-like superfamily protein	LOC_Os01g09020.1		WD domain, G-beta repeat domain containing protein, expressed
37912915	Sobic.003G037800	Sobic.003G037800.1	Sobic.003G037800.1.p	PF02458	PTHR31147:SF5,PTHR31147				GO:0016747	AT3G62160.1		HXXXD-type acyl-transferase family protein	LOC_Os01g09010.1		transferase family protein, putative, expressed
37916010	Sobic.003G037900	Sobic.003G037900.1	Sobic.003G037900.1.p	PF12874	PTHR23067	KOG4727		K12848		AT3G05760.1		C2H2 and C2HC zinc fingers superfamily protein	LOC_Os03g61640.1		ZOS3-23 - C2H2 zinc finger protein, expressed
37915293	Sobic.003G038000	Sobic.003G038000.1	Sobic.003G038000.1.p	PF01764	PTHR31403,PTHR31403:SF7	KOG4569	3.1.1.32		GO:0006629	AT1G06800.1	PLA-I{gamma}1	alpha/beta-Hydrolases superfamily protein	LOC_Os05g32380.1		phospholipase, putative, expressed
37918849	Sobic.003G038100	Sobic.003G038100.1	Sobic.003G038100.1.p	PF04557,PF03950,PF04558,PF00749	PTHR11451,PTHR11451:SF24		6.1.1.18	K01886	GO:0006425,GO:0005737,GO:0005524,GO:0004819,GO:0000166,GO:0006418,GO:0004812,GO:0043039,GO:0016876	AT1G25350.1	OVA9	glutamine-tRNA ligase, putative / glutaminyl-tRNA synthetase, putative / GlnRS, putative	LOC_Os01g09000.1		glutaminyl-tRNA synthetase, putative, expressed
37914019	Sobic.003G038200	Sobic.003G038200.1	Sobic.003G038200.1.p	PF01535,PF13041	PTHR24015,PTHR24015:SF885					AT1G09820.1		Pentatricopeptide repeat (PPR-like) superfamily protein	LOC_Os10g34310.1		PPR repeat containing protein, expressed
37914405	Sobic.003G038300	Sobic.003G038300.1	Sobic.003G038300.1.p												
37916343	Sobic.003G038400	Sobic.003G038400.1	Sobic.003G038400.1.p	PF07889	PTHR31903,PTHR31903:SF3					AT1G27000.1		Protein of unknown function (DUF1664)	LOC_Os05g08980.3		expressed protein
37916344	Sobic.003G038400	Sobic.003G038400.2	Sobic.003G038400.2.p	PF07889	PTHR31903,PTHR31903:SF3					AT1G27000.1		Protein of unknown function (DUF1664)	LOC_Os05g08980.2		expressed protein
37914683	Sobic.003G038500	Sobic.003G038500.1	Sobic.003G038500.1.p	PF00505,PF08512,PF03531	PTHR13711,PTHR13711:SF199			K09272		AT3G28730.1	ATHMG,HMG,NFD,SSRP1	high mobility group	LOC_Os01g08970.1		SSRP1-like FACT complex subunit, putative, expressed
37915639	Sobic.003G038600	Sobic.003G038600.1	Sobic.003G038600.1.p	PF02114	PTHR21148,PTHR21148:SF1	KOG3170				AT5G14240.1		Thioredoxin superfamily protein	LOC_Os01g08960.1		phosducin-like protein 3, putative, expressed
37915920	Sobic.003G038700	Sobic.003G038700.1	Sobic.003G038700.1.p	PF03083	PTHR10791,PTHR10791:SF41	KOG1623		K15382		AT4G10850.1		Nodulin MtN3 family protein	LOC_Os02g19820.1		nodulin MtN3 family protein, putative, expressed
37917274	Sobic.003G038800	Sobic.003G038800.2	Sobic.003G038800.2.p	PF03083	PTHR10791,PTHR10791:SF41	KOG1623		K15382		AT4G10850.1		Nodulin MtN3 family protein	LOC_Os02g19820.1		nodulin MtN3 family protein, putative, expressed
37918714	Sobic.003G038901	Sobic.003G038901.1	Sobic.003G038901.1.p												
37916562	Sobic.003G039000	Sobic.003G039000.1	Sobic.003G039000.1.p	PF04113	PTHR12959,PTHR12959:SF11	KOG2407		K05292	GO:0042765,GO:0016255	AT3G07140.2		GPI transamidase component Gpi16 subunit family protein	LOC_Os11g28980.1		GPI transamidase component Gpi16 subunit family protein, putative, expressed
37914875	Sobic.003G039100	Sobic.003G039100.1	Sobic.003G039100.1.p		PTHR35475,PTHR35475:SF2					AT1G71780.1			LOC_Os01g08950.1		expressed protein
37914534	Sobic.003G039200	Sobic.003G039200.1	Sobic.003G039200.1.p	PF00179	PTHR24067,PTHR24067:SF128	KOG0419	6.3.2.19	K10573		AT2G02760.1	ATUBC2,UBC2	ubiquiting-conjugating enzyme 2	LOC_Os05g08960.1		ubiquitin-conjugating enzyme, putative, expressed
37918757	Sobic.003G039300	Sobic.003G039300.1	Sobic.003G039300.1.p	PF00271,PF00270	PTHR24031,PTHR24031:SF247	KOG0331	3.6.4.13		GO:0005524,GO:0003676	AT4G09730.1	RH39	RH39	LOC_Os01g08930.1		DEAD-box ATP-dependent RNA helicase, putative, expressed
37918216	Sobic.003G039400	Sobic.003G039400.1	Sobic.003G039400.1.p	PF00011	PTHR11527,PTHR11527:SF93			K13993		AT5G12020.1	HSP17.6II	17.6 kDa class II heat shock protein	LOC_Os01g08860.1		hsp20/alpha crystallin family protein, putative, expressed
37912472	Sobic.003G039500	Sobic.003G039500.1	Sobic.003G039500.1.p	PF16575	PTHR12755,PTHR12755:SF3	KOG2749	2.7.1.78	K06947		AT5G11010.3		Pre-mRNA cleavage complex II protein family	LOC_Os01g08850.1		expressed protein
37914229	Sobic.003G039600	Sobic.003G039600.2	Sobic.003G039600.2.p		PTHR33120,PTHR33120:SF3								LOC_Os05g08860.1		expressed protein
37914281	Sobic.003G039700	Sobic.003G039700.1	Sobic.003G039700.1.p	PF03171	PTHR10209,PTHR10209:SF148	KOG0143			GO:0055114,GO:0016491	AT5G59530.1		2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	LOC_Os06g14400.1		1-aminocyclopropane-1-carboxylate oxidase homolog 4, putative, expressed
37916166	Sobic.003G039800	Sobic.003G039800.2	Sobic.003G039800.2.p		PTHR33120,PTHR33120:SF3								LOC_Os05g08900.1		expressed protein
37916541	Sobic.003G039900	Sobic.003G039900.3	Sobic.003G039900.3.p	PF00646,PF03478	PTHR11102,PTHR11102:SF74				GO:0005515	AT2G05970.1		F-box family protein with a domain of unknown function (DUF295)	LOC_Os01g08830.1		OsFBDUF1 - F-box and DUF domain containing protein, expressed
37916543	Sobic.003G039900	Sobic.003G039900.4	Sobic.003G039900.4.p	PF00646,PF03478	PTHR11102,PTHR11102:SF74				GO:0005515	AT2G05970.1		F-box family protein with a domain of unknown function (DUF295)	LOC_Os01g08830.1		OsFBDUF1 - F-box and DUF domain containing protein, expressed
37916540	Sobic.003G039900	Sobic.003G039900.5	Sobic.003G039900.5.p	PF00646,PF03478	PTHR11102,PTHR11102:SF74				GO:0005515	AT2G05970.1		F-box family protein with a domain of unknown function (DUF295)	LOC_Os01g08830.1		OsFBDUF1 - F-box and DUF domain containing protein, expressed
37916542	Sobic.003G039900	Sobic.003G039900.6	Sobic.003G039900.6.p	PF00646,PF03478	PTHR11102,PTHR11102:SF74				GO:0005515	AT2G05970.1		F-box family protein with a domain of unknown function (DUF295)	LOC_Os01g08830.1		OsFBDUF1 - F-box and DUF domain containing protein, expressed
37915923	Sobic.003G040000	Sobic.003G040000.1	Sobic.003G040000.1.p	PF03129,PF00587	PTHR11476,PTHR11476:SF5	KOG1936	6.1.1.21	K01892	GO:0006418,GO:0005524,GO:0004812,GO:0000166,GO:0005737	AT3G46100.1	ATHRS1,HRS1	Histidyl-tRNA synthetase 1	LOC_Os02g51830.1		tRNA synthetase class II core domain containing protein, expressed
37915012	Sobic.003G040100	Sobic.003G040100.1	Sobic.003G040100.1.p	PF00628,PF13832	PTHR13793			K11380	GO:0005515	AT3G14740.2		RING/FYVE/PHD zinc finger superfamily protein	LOC_Os09g04890.1		histone-lysine N-methyltransferase, H3 lysine-4 specific ATX1, putative, expressed
37918356	Sobic.003G040200	Sobic.003G040200.1	Sobic.003G040200.1.p		PTHR10052,PTHR10052:SF5					AT4G26060.1		Ribosomal protein L18ae family	LOC_Os01g08814.3		expressed protein
37918355	Sobic.003G040200	Sobic.003G040200.2	Sobic.003G040200.2.p		PTHR10052,PTHR10052:SF5					AT4G26060.1		Ribosomal protein L18ae family	LOC_Os01g08814.2		expressed protein
37918357	Sobic.003G040200	Sobic.003G040200.3	Sobic.003G040200.3.p		PTHR10052,PTHR10052:SF5					AT4G26060.1		Ribosomal protein L18ae family	LOC_Os01g08814.2		expressed protein
37916190	Sobic.003G040300	Sobic.003G040300.1	Sobic.003G040300.1.p	PF00067	PTHR24296,PTHR24296:SF33	KOG0157			GO:0055114,GO:0020037,GO:0016705,GO:0005506	AT4G39490.1	CYP96A10	cytochrome P450, family 96, subfamily A, polypeptide 10	LOC_Os01g08810.1		cytochrome P450, putative, expressed
37916187	Sobic.003G040300	Sobic.003G040300.2	Sobic.003G040300.2.p	PF00067	PTHR24296,PTHR24296:SF33	KOG0157			GO:0055114,GO:0020037,GO:0016705,GO:0005506	AT4G39490.1	CYP96A10	cytochrome P450, family 96, subfamily A, polypeptide 10	LOC_Os01g08810.1		cytochrome P450, putative, expressed
37916188	Sobic.003G040300	Sobic.003G040300.3	Sobic.003G040300.3.p	PF00067	PTHR24296,PTHR24296:SF33	KOG0157			GO:0055114,GO:0020037,GO:0016705,GO:0005506	AT4G39490.1	CYP96A10	cytochrome P450, family 96, subfamily A, polypeptide 10	LOC_Os01g08810.1		cytochrome P450, putative, expressed
37916189	Sobic.003G040300	Sobic.003G040300.4	Sobic.003G040300.4.p	PF00067	PTHR24296,PTHR24296:SF33	KOG0157			GO:0055114,GO:0020037,GO:0016705,GO:0005506	AT4G39490.1	CYP96A10	cytochrome P450, family 96, subfamily A, polypeptide 10	LOC_Os01g08810.1		cytochrome P450, putative, expressed
37916191	Sobic.003G040300	Sobic.003G040300.5	Sobic.003G040300.5.p	PF00067	PTHR24296,PTHR24296:SF33	KOG0157			GO:0055114,GO:0020037,GO:0016705,GO:0005506	AT4G39490.1	CYP96A10	cytochrome P450, family 96, subfamily A, polypeptide 10	LOC_Os01g08810.1		cytochrome P450, putative, expressed
37916184	Sobic.003G040400	Sobic.003G040400.1	Sobic.003G040400.1.p	PF00067	PTHR24296,PTHR24296:SF17	KOG0157	1.14.15.3		GO:0055114,GO:0020037,GO:0016705,GO:0005506	AT2G21910.1	CYP96A5	cytochrome P450, family 96, subfamily A, polypeptide 5	LOC_Os01g08800.1		cytochrome P450, putative, expressed
37914634	Sobic.003G040500	Sobic.003G040500.1	Sobic.003G040500.1.p	PF00808	PTHR10252,PTHR10252:SF25			K03004		AT5G43250.1	NF-YC13	nuclear factor Y, subunit C13	LOC_Os01g08790.1		histone-like transcription factor and archaeal histone, putative, expressed
37913756	Sobic.003G040600	Sobic.003G040600.1	Sobic.003G040600.1.p	PF03372	PTHR11200,PTHR11200:SF175	KOG0565	3.1.3.56			AT1G71710.1		DNAse I-like superfamily protein	LOC_Os01g08780.1		endonuclease/exonuclease/phosphatase family domain containing protein, expressed
37916767	Sobic.003G040700	Sobic.003G040700.2	Sobic.003G040700.2.p	PF01636	PTHR22603,PTHR22603:SF42	KOG2686	2.7.1.82,2.7.1.32	K14156		AT1G74320.1		Protein kinase superfamily protein	LOC_Os01g08760.1		choline/ethanolamine kinase, putative, expressed
37918112	Sobic.003G040800	Sobic.003G040800.1	Sobic.003G040800.1.p	PF03106	PTHR31221,PTHR31221:SF17				GO:0043565,GO:0006355,GO:0003700	AT4G39410.1	ATWRKY13,WRKY13	WRKY DNA-binding protein 13	LOC_Os01g08710.1		WRKY102, expressed
37917471	Sobic.003G040900	Sobic.003G040900.1	Sobic.003G040900.1.p		PTHR36319,PTHR36319:SF1			K12124		AT1G22770.1	FB,GI	gigantea protein (GI)	LOC_Os01g08700.6		GIGANTEA, putative, expressed
37917472	Sobic.003G040900	Sobic.003G040900.2	Sobic.003G040900.2.p		PTHR36319,PTHR36319:SF1					AT1G22770.1	FB,GI	gigantea protein (GI)	LOC_Os01g08700.8		GIGANTEA, putative, expressed
37917470	Sobic.003G040900	Sobic.003G040900.3	Sobic.003G040900.3.p		PTHR36319,PTHR36319:SF1			K12124		AT1G22770.1	FB,GI	gigantea protein (GI)	LOC_Os01g08700.4		GIGANTEA, putative, expressed
37915343	Sobic.003G041000	Sobic.003G041000.2	Sobic.003G041000.2.p		PTHR33675,PTHR33675:SF2					AT5G64780.1		Uncharacterised conserved protein UCP009193	LOC_Os01g08690.1		holocarboxylase synthetase, putative, expressed
37915344	Sobic.003G041000	Sobic.003G041000.3	Sobic.003G041000.3.p		PTHR33675,PTHR33675:SF2					AT5G64780.1		Uncharacterised conserved protein UCP009193	LOC_Os01g08690.1		holocarboxylase synthetase, putative, expressed
37916278	Sobic.003G041100	Sobic.003G041100.1	Sobic.003G041100.1.p		PTHR21677,PTHR21677:SF2					AT2G36960.3	TKI1	TSL-kinase interacting protein 1	LOC_Os01g08680.1		myb/SANT domain protein, putative, expressed
37916405	Sobic.003G041200	Sobic.003G041200.1	Sobic.003G041200.1.p		PTHR33168,PTHR33168:SF6					AT2G25735.1			LOC_Os01g08670.1		expressed protein
37914994	Sobic.003G041300	Sobic.003G041300.1	Sobic.003G041300.1.p	PF07899	PTHR31791,PTHR31791:SF10					AT3G22440.1		FRIGIDA-like protein	LOC_Os01g08580.1		frigida, putative, expressed
37912977	Sobic.003G041400	Sobic.003G041400.2	Sobic.003G041400.2.p		PTHR14296,PTHR14296:SF4					AT1G18950.1		DDT domain superfamily	LOC_Os01g08550.1		aminoacyl-tRNA synthetase, putative, expressed
37916779	Sobic.003G041500	Sobic.003G041500.1	Sobic.003G041500.1.p	PF00400	PTHR18359			K14553	GO:0005515	AT5G14050.1		Transducin/WD40 repeat-like superfamily protein	LOC_Os07g41190.1		WD domain, G-beta repeat domain containing protein, expressed
37915830	Sobic.003G041600	Sobic.003G041600.1	Sobic.003G041600.1.p	PF04844	PTHR33057,PTHR33057:SF21					AT1G79960.1	ATOFP14,OFP14	ovate family protein 14	LOC_Os03g06350.1		DUF623 domain containing protein, expressed
37918249	Sobic.003G041700	Sobic.003G041700.1	Sobic.003G041700.1.p	PF05188,PF05192,PF01624,PF00488	PTHR11361,PTHR11361:SF31			K08737	GO:0030983,GO:0006298,GO:0005524	AT3G24495.1	ATMSH7,MSH6-2,MSH7	MUTS homolog 7	LOC_Os01g08540.1		DNA mismatch repair protein MSH6-2, putative, expressed
37918798	Sobic.003G041801	Sobic.003G041801.1	Sobic.003G041801.1.p												
37916443	Sobic.003G041900	Sobic.003G041900.2	Sobic.003G041900.2.p	PF04570	PTHR33059,PTHR33059:SF15					AT3G63210.1	MARD1	Protein of unknown function (DUF581)	LOC_Os01g08520.1		DUF581 domain containing protein, expressed
37918493	Sobic.003G042000	Sobic.003G042000.1	Sobic.003G042000.1.p												
37915223	Sobic.003G042100	Sobic.003G042100.2	Sobic.003G042100.2.p		PTHR13140,PTHR13140:SF460	KOG0978				AT3G16000.1	MFP1	MAR binding filament-like protein 1	LOC_Os01g08510.1		MAR-binding filament-like protein 1, putative, expressed
37915221	Sobic.003G042100	Sobic.003G042100.3	Sobic.003G042100.3.p		PTHR13140,PTHR13140:SF460	KOG0978				AT3G16000.1	MFP1	MAR binding filament-like protein 1	LOC_Os01g08510.1		MAR-binding filament-like protein 1, putative, expressed
37915222	Sobic.003G042100	Sobic.003G042100.4	Sobic.003G042100.4.p		PTHR13140,PTHR13140:SF460	KOG0978				AT3G16000.1	MFP1	MAR binding filament-like protein 1	LOC_Os01g08510.1		MAR-binding filament-like protein 1, putative, expressed
37915224	Sobic.003G042100	Sobic.003G042100.5	Sobic.003G042100.5.p		PTHR13140,PTHR13140:SF460	KOG0978				AT3G16000.1	MFP1	MAR binding filament-like protein 1	LOC_Os01g08510.1		MAR-binding filament-like protein 1, putative, expressed
37916845	Sobic.003G042150	Sobic.003G042150.1	Sobic.003G042150.1.p												
37918422	Sobic.003G042200	Sobic.003G042200.2	Sobic.003G042200.2.p	PF13855	PTHR32093,PTHR32093:SF35				GO:0005515	AT4G13340.1		Leucine-rich repeat (LRR) family protein	LOC_Os01g08470.1		retrotransposon protein, putative, unclassified, expressed
37918424	Sobic.003G042200	Sobic.003G042200.3	Sobic.003G042200.3.p	PF13855	PTHR32093,PTHR32093:SF35				GO:0005515	AT4G13340.1		Leucine-rich repeat (LRR) family protein	LOC_Os01g08470.1		retrotransposon protein, putative, unclassified, expressed
