#pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	ec	KO	GO	Best-hit-arabi-name	arabi-symbol	arabi-defline	Best-hit-rice-name	rice-symbol	rice-defline
37944438	Sobic.001G280300	Sobic.001G280300.1	Sobic.001G280300.1.p	PF01453,PF07714	PTHR27002,PTHR27002:SF119		2.7.11.1		GO:0006468,GO:0004672	AT2G19130.1		S-locus lectin protein kinase family protein	LOC_Os10g01100.1		receptor-like protein kinase, putative, expressed
37942049	Sobic.001G280400	Sobic.001G280400.1	Sobic.001G280400.1.p	PF12796,PF13637	PTHR24198	KOG4214	2.7.11.1			AT4G19150.1		Ankyrin repeat family protein	LOC_Os10g43040.1		ankyrin repeat domain-containing protein 28, putative, expressed
37940739	Sobic.001G280500	Sobic.001G280500.1	Sobic.001G280500.1.p		PTHR10774,PTHR10774:SF95					AT3G08550.1	ABI8,ELD1,KOB1	elongation defective 1 protein / ELD1 protein	LOC_Os01g13200.1		abscisic acid insensitive 8, putative, expressed
37937759	Sobic.001G280700	Sobic.001G280700.1	Sobic.001G280700.1.p	PF03405	PTHR31155		1.14.19.2	K03921	GO:0006631,GO:0045300,GO:0055114	AT3G02610.1		Plant stearoyl-acyl-carrier-protein desaturase family protein	LOC_Os04g31070.1		acyl-desaturase, chloroplast precursor, putative, expressed
37937761	Sobic.001G280700	Sobic.001G280700.2	Sobic.001G280700.2.p	PF03405	PTHR31155		1.14.19.2	K03921	GO:0006631,GO:0045300,GO:0055114	AT3G02610.1		Plant stearoyl-acyl-carrier-protein desaturase family protein	LOC_Os01g69080.1		acyl-desaturase, chloroplast precursor, putative, expressed
37937760	Sobic.001G280700	Sobic.001G280700.3	Sobic.001G280700.3.p	PF03405	PTHR31155		1.14.19.2	K03921	GO:0055114,GO:0045300,GO:0006631	AT3G02610.1		Plant stearoyl-acyl-carrier-protein desaturase family protein	LOC_Os04g31070.1		acyl-desaturase, chloroplast precursor, putative, expressed
37940526	Sobic.001G280800	Sobic.001G280800.1	Sobic.001G280800.1.p	PF13417	PTHR11260,PTHR11260:SF243	KOG0406	2.5.1.18	K00799	GO:0005515	AT1G10360.1	ATGSTU18,GST29,GSTU18	glutathione S-transferase TAU 18	LOC_Os10g38670.1		glutathione S-transferase, putative, expressed
37940862	Sobic.001G280900	Sobic.001G280900.2	Sobic.001G280900.2.p		PTHR35833,PTHR35833:SF1								LOC_Os10g43075.1		expressed protein
37939374	Sobic.001G281100	Sobic.001G281100.1	Sobic.001G281100.1.p	PF00169,PF01852,PF07059	PTHR12136,PTHR12136:SF47				GO:0008289	AT4G19040.1	EDR2	ENHANCED DISEASE RESISTANCE 2	LOC_Os10g31770.1		START domain containing protein, expressed
37939375	Sobic.001G281100	Sobic.001G281100.2	Sobic.001G281100.2.p	PF00169,PF01852,PF07059	PTHR12136,PTHR12136:SF47				GO:0008289	AT4G19040.1	EDR2	ENHANCED DISEASE RESISTANCE 2	LOC_Os10g31770.1		START domain containing protein, expressed
37938974	Sobic.001G281201	Sobic.001G281201.1	Sobic.001G281201.1.p		PTHR12136,PTHR12136:SF47					AT4G19040.2	EDR2	ENHANCED DISEASE RESISTANCE 2	LOC_Os10g31770.1		START domain containing protein, expressed
37944672	Sobic.001G281300	Sobic.001G281300.4	Sobic.001G281300.4.p	PF03141	PTHR10108,PTHR10108:SF844				GO:0008168	AT4G19120.2	ERD3	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	LOC_Os10g36690.2		dehydration response related protein, putative, expressed
37944673	Sobic.001G281300	Sobic.001G281300.5	Sobic.001G281300.5.p	PF03141	PTHR10108,PTHR10108:SF844				GO:0008168	AT4G19120.1	ERD3	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	LOC_Os10g36690.2		dehydration response related protein, putative, expressed
37938145	Sobic.001G281400	Sobic.001G281400.1	Sobic.001G281400.1.p		PTHR31033,PTHR31033:SF7					AT4G25030.2			LOC_Os10g43060.1		expressed protein
37940942	Sobic.001G281500	Sobic.001G281500.1	Sobic.001G281500.1.p	PF00574	PTHR10381,PTHR10381:SF24		3.4.21.92	K01358		AT5G45390.1	CLPP4,NCLPP4	CLP protease P4	LOC_Os10g43050.1		OsClp11 - Putative Clp protease homologue, expressed
37939243	Sobic.001G281600	Sobic.001G281600.1	Sobic.001G281600.1.p	PF00069	PTHR24056,PTHR24056:SF92		2.7.11.22,2.7.11.23	K02208	GO:0006468,GO:0005524,GO:0004672	AT5G63610.1	ATCDK8,CDKE;1,HEN3	cyclin-dependent kinase E;1	LOC_Os10g42950.1		cyclin-dependent kinase E-1, putative, expressed
37938342	Sobic.001G281700	Sobic.001G281700.1	Sobic.001G281700.1.p	PF13920	PTHR12313,PTHR12313:SF15	KOG4172		K10666		AT2G23780.1		RING/U-box superfamily protein	LOC_Os01g61420.1		zinc finger, C3HC4 type domain containing protein, expressed
37939869	Sobic.001G281800	Sobic.001G281800.1	Sobic.001G281800.1.p	PF05899	PTHR33271,PTHR33271:SF7					AT2G32180.1	PTAC18	plastid transcriptionally active 18	LOC_Os02g54360.1		enzyme of the cupin superfamily protein, putative, expressed
37942356	Sobic.001G281900	Sobic.001G281900.1	Sobic.001G281900.1.p	PF08477	PTHR11711,PTHR11711:SF168	KOG0070		K07977	GO:0007264,GO:0005525	AT5G17060.1	ARFB1B,ATARFB1B	ADP-ribosylation factor B1B	LOC_Os10g42940.1		miro, putative, expressed
37939625	Sobic.001G282000	Sobic.001G282000.1	Sobic.001G282000.1.p	PF00854	PTHR11654,PTHR11654:SF167	KOG1237		K14638	GO:0016020,GO:0006810,GO:0005215	AT2G02040.1	ATPTR2,ATPTR2-B,NTR1,PTR2,PTR2-B	peptide transporter 2	LOC_Os10g42900.1		peptide transporter PTR2, putative, expressed
37939626	Sobic.001G282000	Sobic.001G282000.2	Sobic.001G282000.2.p	PF00854	PTHR11654,PTHR11654:SF167	KOG1237			GO:0016020,GO:0006810,GO:0005215	AT2G02040.1	ATPTR2,ATPTR2-B,NTR1,PTR2,PTR2-B	peptide transporter 2	LOC_Os10g42900.1		peptide transporter PTR2, putative, expressed
37939627	Sobic.001G282000	Sobic.001G282000.3	Sobic.001G282000.3.p	PF00854	PTHR11654,PTHR11654:SF167	KOG1237			GO:0016020,GO:0006810,GO:0005215	AT2G02040.1	ATPTR2,ATPTR2-B,NTR1,PTR2,PTR2-B	peptide transporter 2	LOC_Os10g42900.1		peptide transporter PTR2, putative, expressed
37939628	Sobic.001G282000	Sobic.001G282000.4	Sobic.001G282000.4.p	PF00854	PTHR11654,PTHR11654:SF167	KOG1237			GO:0016020,GO:0006810,GO:0005215	AT2G02040.1	ATPTR2,ATPTR2-B,NTR1,PTR2,PTR2-B	peptide transporter 2	LOC_Os10g42900.1		peptide transporter PTR2, putative, expressed
37942081	Sobic.001G282100	Sobic.001G282100.1	Sobic.001G282100.1.p	PF00854	PTHR11654,PTHR11654:SF139				GO:0016020,GO:0006810,GO:0005215	AT2G02040.1	ATPTR2,ATPTR2-B,NTR1,PTR2,PTR2-B	peptide transporter 2	LOC_Os10g42870.1		peptide transporter PTR2, putative, expressed
37941102	Sobic.001G282200	Sobic.001G282200.2	Sobic.001G282200.2.p	PF01632	PTHR36400				GO:0006412,GO:0005840,GO:0005622,GO:0003735	AT5G45590.1		Ribosomal protein L35	LOC_Os10g42860.1		ribosomal protein L35, putative, expressed
37943546	Sobic.001G282300	Sobic.001G282300.1	Sobic.001G282300.1.p	PF14432,PF13041,PF01535	PTHR24015,PTHR24015:SF735					AT1G16480.1		Tetratricopeptide repeat (TPR)-like superfamily protein	LOC_Os11g45410.1		expressed protein
37943547	Sobic.001G282300	Sobic.001G282300.2	Sobic.001G282300.2.p	PF14432,PF13041,PF01535	PTHR24015,PTHR24015:SF735					AT1G16480.1		Tetratricopeptide repeat (TPR)-like superfamily protein	LOC_Os11g45410.1		expressed protein
37939381	Sobic.001G282400	Sobic.001G282400.1	Sobic.001G282400.1.p	PF03106	PTHR32096,PTHR32096:SF18				GO:0043565,GO:0006355,GO:0003700	AT2G34830.1	AtWRKY35,MEE24,WRKY35	WRKY DNA-binding protein 35	LOC_Os04g50920.1		WRKY37, expressed
37939382	Sobic.001G282400	Sobic.001G282400.2	Sobic.001G282400.2.p	PF03106	PTHR32096,PTHR32096:SF18				GO:0043565,GO:0006355,GO:0003700	AT2G34830.1	AtWRKY35,MEE24,WRKY35	WRKY DNA-binding protein 35	LOC_Os04g50920.1		WRKY37, expressed
37939383	Sobic.001G282400	Sobic.001G282400.3	Sobic.001G282400.3.p	PF03106	PTHR32096,PTHR32096:SF18				GO:0043565,GO:0006355,GO:0003700	AT2G34830.1	AtWRKY35,MEE24,WRKY35	WRKY DNA-binding protein 35	LOC_Os04g50920.1		WRKY37, expressed
37939882	Sobic.001G282500	Sobic.001G282500.1	Sobic.001G282500.1.p	PF05071	PTHR12910,PTHR12910:SF2	KOG3382	1.6.5.3	K11352	GO:0016020,GO:0009055,GO:0008137	AT3G03100.1		NADH:ubiquinone oxidoreductase, 17.2kDa subunit	LOC_Os10g42840.1		NADH dehydrogenase 1 alpha subcomplex subunit 12, putative, expressed
37939883	Sobic.001G282500	Sobic.001G282500.2	Sobic.001G282500.2.p	PF05071	PTHR12910,PTHR12910:SF2	KOG3382	1.6.5.3	K11352	GO:0016020,GO:0009055,GO:0008137	AT3G03100.1		NADH:ubiquinone oxidoreductase, 17.2kDa subunit	LOC_Os10g42840.1		NADH dehydrogenase 1 alpha subcomplex subunit 12, putative, expressed
37937931	Sobic.001G282600	Sobic.001G282600.1	Sobic.001G282600.1.p	PF00083	PTHR23500,PTHR23500:SF110	KOG0254			GO:0055085,GO:0022857,GO:0016021	AT5G17010.1		Major facilitator superfamily protein	LOC_Os10g42830.1		transporter family protein, putative, expressed
37938222	Sobic.001G282700	Sobic.001G282700.1	Sobic.001G282700.1.p	PF14703,PF13967,PF02714	PTHR13018,PTHR13018:SF47				GO:0016020	AT1G32090.1		early-responsive to dehydration stress protein (ERD4)	LOC_Os10g42820.1		early-responsive to dehydration protein-related, putative, expressed
37943133	Sobic.001G282800	Sobic.001G282800.1	Sobic.001G282800.1.p	PF13193,PF00501	PTHR24096,PTHR24096:SF253	KOG1176		K01904	GO:0008152,GO:0003824	AT4G19010.1		AMP-dependent synthetase and ligase family protein	LOC_Os08g04770.1		AMP-binding domain containing protein, expressed
37939518	Sobic.001G282900	Sobic.001G282900.1	Sobic.001G282900.1.p	PF01467	PTHR10739,PTHR10739:SF30		2.7.7.15	K00968	GO:0009058,GO:0003824	AT4G15130.1	ATCCT2,CCT2	phosphorylcholine cytidylyltransferase2	LOC_Os10g42790.1		cytidylyltransferase domain containing protein, expressed
37938985	Sobic.001G283000	Sobic.001G283000.1	Sobic.001G283000.1.p	PF04172	PTHR30249,PTHR30249:SF0					AT1G32080.1		membrane protein, putative	LOC_Os10g42780.1		lrgB-like family protein, expressed
37942932	Sobic.001G283100	Sobic.001G283100.1	Sobic.001G283100.1.p	PF04172	PTHR30249,PTHR30249:SF0					AT1G32080.1		membrane protein, putative	LOC_Os10g42780.1		lrgB-like family protein, expressed
37942933	Sobic.001G283100	Sobic.001G283100.2	Sobic.001G283100.2.p	PF04172	PTHR30249,PTHR30249:SF0					AT1G32080.1		membrane protein, putative	LOC_Os10g42780.1		lrgB-like family protein, expressed
37938619	Sobic.001G283200	Sobic.001G283200.1	Sobic.001G283200.1.p	PF01399	PTHR10539	KOG2908		K03039	GO:0005515	AT4G19006.1		Proteasome component (PCI) domain protein	LOC_Os01g32800.2		proteasome subunit, putative, expressed
37938620	Sobic.001G283200	Sobic.001G283200.2	Sobic.001G283200.2.p	PF01399	PTHR10539	KOG2908		K03039	GO:0005515	AT4G19006.1		Proteasome component (PCI) domain protein	LOC_Os01g32800.2		proteasome subunit, putative, expressed
37944540	Sobic.001G283300	Sobic.001G283300.2	Sobic.001G283300.2.p	PF13041,PF01535,PF13812	PTHR24015:SF466,PTHR24015					AT1G16830.1		Pentatricopeptide repeat (PPR) superfamily protein	LOC_Os10g42760.1		PPR repeat domain containing protein, putative, expressed
37944018	Sobic.001G283400	Sobic.001G283400.1	Sobic.001G283400.1.p	PF13632,PF14570	PTHR13301,PTHR13301:SF35		2.4.2.24			AT3G03050.1	ATCSLD3,CSLD3,KJK	cellulose synthase-like D3	LOC_Os10g42750.1		CSLD1 - cellulose synthase-like family D, expressed
37939369	Sobic.001G283500	Sobic.001G283500.1	Sobic.001G283500.1.p	PF03127,PF00790	PTHR13856,PTHR13856:SF93	KOG1087			GO:0006886,GO:0005622	AT5G16880.1		Target of Myb protein 1	LOC_Os10g42724.1		VHS and GAT domain containing protein, expressed
37939370	Sobic.001G283500	Sobic.001G283500.2	Sobic.001G283500.2.p	PF03127,PF00790	PTHR13856,PTHR13856:SF93	KOG1087			GO:0006886,GO:0005622	AT5G16880.2		Target of Myb protein 1	LOC_Os10g42724.1		VHS and GAT domain containing protein, expressed
37944317	Sobic.001G283600	Sobic.001G283600.1	Sobic.001G283600.1.p	PF17047,PF00168	PTHR10774,PTHR10774:SF50				GO:0005515	AT2G20990.1	ATSYTA,NTMC2T1.1,NTMC2TYPE1.1,SYT1,SYTA	synaptotagmin A	LOC_Os09g36770.1		NTMC2Type1.2 protein, putative, expressed
37944318	Sobic.001G283600	Sobic.001G283600.2	Sobic.001G283600.2.p	PF17047,PF00168	PTHR10774,PTHR10774:SF50				GO:0005515	AT2G20990.1	ATSYTA,NTMC2T1.1,NTMC2TYPE1.1,SYT1,SYTA	synaptotagmin A	LOC_Os09g36770.3		NTMC2Type1.2 protein, putative, expressed
37944319	Sobic.001G283600	Sobic.001G283600.3	Sobic.001G283600.3.p	PF17047,PF00168	PTHR10774,PTHR10774:SF50				GO:0005515	AT2G20990.1	ATSYTA,NTMC2T1.1,NTMC2TYPE1.1,SYT1,SYTA	synaptotagmin A	LOC_Os09g36770.2		NTMC2Type1.2 protein, putative, expressed
37942963	Sobic.001G283700	Sobic.001G283700.1	Sobic.001G283700.1.p	PF01553,PF14829	PTHR35695,PTHR35695:SF1		2.3.1.15	K00630	GO:0016746,GO:0008152,GO:0004366	AT1G32200.1	ACT1,ATS1	phospholipid/glycerol acyltransferase family protein	LOC_Os10g42720.1		acyltransferase, putative, expressed
37942964	Sobic.001G283700	Sobic.001G283700.2	Sobic.001G283700.2.p	PF01553,PF14829	PTHR35695,PTHR35695:SF1		2.3.1.15	K00630	GO:0016746,GO:0008152,GO:0004366	AT1G32200.2	ACT1,ATS1	phospholipid/glycerol acyltransferase family protein	LOC_Os10g42720.1		acyltransferase, putative, expressed
37942965	Sobic.001G283700	Sobic.001G283700.3	Sobic.001G283700.3.p	PF01553,PF14829	PTHR35695,PTHR35695:SF1		2.3.1.15	K00630	GO:0016746,GO:0008152,GO:0004366	AT1G32200.1	ACT1,ATS1	phospholipid/glycerol acyltransferase family protein	LOC_Os10g42720.1		acyltransferase, putative, expressed
37937457	Sobic.001G283800	Sobic.001G283800.1	Sobic.001G283800.1.p												
37942383	Sobic.001G283900	Sobic.001G283900.1	Sobic.001G283900.1.p		PTHR24349,PTHR24349:SF142		2.7.11.1			AT4G38230.3	ATCPK26,CPK26	calcium-dependent protein kinase 26	LOC_Os04g49510.1		CAMK_CAMK_like.27 - CAMK includes calcium/calmodulin depedent protein kinases, expressed
37943422	Sobic.001G284100	Sobic.001G284100.1	Sobic.001G284100.1.p	PF00644,PF12174	PTHR32263,PTHR32263:SF10		2.4.2.30		GO:0003950	AT1G32230.2	ATP8,CEO,CEO1,RCD1	WWE protein-protein interaction domain protein family	LOC_Os10g42710.1		RCD1, putative, expressed
37943423	Sobic.001G284100	Sobic.001G284100.3	Sobic.001G284100.3.p	PF00644,PF12174	PTHR32263,PTHR32263:SF10		2.4.2.30		GO:0003950	AT1G32230.2	ATP8,CEO,CEO1,RCD1	WWE protein-protein interaction domain protein family	LOC_Os10g42710.1		RCD1, putative, expressed
37940982	Sobic.001G284200	Sobic.001G284200.1	Sobic.001G284200.1.p	PF04969,PF01202	PTHR21087,PTHR21087:SF0					AT2G35500.1	SKL2	shikimate kinase like 2	LOC_Os10g42700.1		CS domain containing protein, putative, expressed
37941435	Sobic.001G284300	Sobic.001G284300.1	Sobic.001G284300.1.p												
37939443	Sobic.001G284400	Sobic.001G284400.1	Sobic.001G284400.1.p	PF02373,PF02375,PF02928	PTHR10694:SF33,PTHR10694					AT5G46910.1		Transcription factor jumonji (jmj) family protein / zinc finger (C5HC2 type) family protein	LOC_Os10g42690.1		jmjC domain containing protein, expressed
37939162	Sobic.001G284425	Sobic.001G284425.1	Sobic.001G284425.1.p												
37941767	Sobic.001G284450	Sobic.001G284450.1	Sobic.001G284450.1.p												
37941342	Sobic.001G284475	Sobic.001G284475.1	Sobic.001G284475.1.p												
37939682	Sobic.001G284500	Sobic.001G284500.1	Sobic.001G284500.1.p												
37939851	Sobic.001G284600	Sobic.001G284600.1	Sobic.001G284600.1.p	PF06955,PF00722	PTHR31062,PTHR31062:SF41		2.4.1.207	K08235	GO:0048046,GO:0016762,GO:0006073,GO:0005618,GO:0005975,GO:0004553	AT2G01850.1	ATXTH27,EXGT-A3,XTH27	endoxyloglucan transferase A3	LOC_Os10g42670.1		glycosyl hydrolases family 16, putative, expressed
37937955	Sobic.001G284700	Sobic.001G284700.1	Sobic.001G284700.1.p												
37945183	Sobic.001G284800	Sobic.001G284800.1	Sobic.001G284800.1.p	PF00125	PTHR11426	KOG1745		K11253	GO:0003677,GO:0000786	AT4G40030.2		Histone superfamily protein	LOC_Os06g04030.1		histone H3, putative, expressed
37943757	Sobic.001G284900	Sobic.001G284900.1	Sobic.001G284900.1.p		PTHR28039,PTHR28039:SF2					AT5G66230.1		Chalcone-flavanone isomerase family protein	LOC_Os10g42660.1		expressed protein
37941990	Sobic.001G285000	Sobic.001G285000.1	Sobic.001G285000.1.p	PF05678	PTHR33783,PTHR33783:SF2					AT2G35230.1	IKU1	VQ motif-containing protein			
37944125	Sobic.001G285100	Sobic.001G285100.1	Sobic.001G285100.1.p	PF05701	PTHR23160,PTHR23160:SF9					AT1G65010.1		Plant protein of unknown function (DUF827)	LOC_Os10g42640.1		expressed protein
37944124	Sobic.001G285100	Sobic.001G285100.2	Sobic.001G285100.2.p	PF05701	PTHR23160,PTHR23160:SF9					AT1G65010.1		Plant protein of unknown function (DUF827)	LOC_Os10g42640.1		expressed protein
37940767	Sobic.001G285200	Sobic.001G285200.2	Sobic.001G285200.2.p	PF05701	PTHR23160,PTHR23160:SF8	KOG1003				AT1G65010.1		Plant protein of unknown function (DUF827)	LOC_Os05g02820.1		protein transport protein-related, putative, expressed
37943783	Sobic.001G285300	Sobic.001G285300.1	Sobic.001G285300.1.p	PF08378	PTHR35287					AT1G65020.1			LOC_Os10g42630.1		expressed protein
37943784	Sobic.001G285300	Sobic.001G285300.2	Sobic.001G285300.2.p	PF08378	PTHR35287					AT1G65020.1			LOC_Os10g42630.1		expressed protein
37941604	Sobic.001G285400	Sobic.001G285400.1	Sobic.001G285400.1.p	PF01370	PTHR10366,PTHR10366:SF428	KOG1502	1.2.1.44		GO:0050662,GO:0003824	AT2G23910.1		NAD(P)-binding Rossmann-fold superfamily protein	LOC_Os10g42620.1		dihydroflavonol-4-reductase, putative, expressed
37940483	Sobic.001G285500	Sobic.001G285500.1	Sobic.001G285500.1.p												
37938077	Sobic.001G285600	Sobic.001G285600.1	Sobic.001G285600.1.p												
37940660	Sobic.001G285650	Sobic.001G285650.1	Sobic.001G285650.1.p										LOC_Os02g27840.1		expressed protein
37943390	Sobic.001G285700	Sobic.001G285700.1	Sobic.001G285700.1.p		PTHR33784,PTHR33784:SF4								LOC_Os01g05000.1		expressed protein
37944386	Sobic.001G285800	Sobic.001G285800.1	Sobic.001G285800.1.p	PF11712	PTHR31394,PTHR31394:SF1					AT5G52980.1			LOC_Os02g13200.1		expressed protein
37938575	Sobic.001G286000	Sobic.001G286000.1	Sobic.001G286000.1.p		PTHR26312,PTHR26312:SF53					AT4G17940.1		Tetratricopeptide repeat (TPR)-like superfamily protein	LOC_Os10g42610.1		expressed protein
37941489	Sobic.001G286050	Sobic.001G286050.1	Sobic.001G286050.1.p												
37943836	Sobic.001G286100	Sobic.001G286100.1	Sobic.001G286100.1.p	PF05770	PTHR14217,PTHR14217:SF5		2.7.1.134,2.7.1.159	K00913	GO:0052726,GO:0052725,GO:0047325,GO:0032957,GO:0005622,GO:0005524,GO:0000287	AT5G16760.1		Inositol 1,3,4-trisphosphate 5/6-kinase family protein	LOC_Os10g42550.1		Inositol 1, 3, 4-trisphosphate 5/6-kinase, putative, expressed
37937857	Sobic.001G286200	Sobic.001G286200.1	Sobic.001G286200.1.p	PF10249	PTHR13094,PTHR13094:SF1			K03966		AT3G18410.2		Complex I subunit NDUFS6	LOC_Os10g42540.1		expressed protein
37938685	Sobic.001G286300	Sobic.001G286300.1	Sobic.001G286300.1.p		PTHR37387,PTHR37387:SF1					AT1G32310.1					
37938686	Sobic.001G286300	Sobic.001G286300.2	Sobic.001G286300.2.p		PTHR37387,PTHR37387:SF1					AT1G32310.1					
37938876	Sobic.001G286400	Sobic.001G286400.1	Sobic.001G286400.1.p		PTHR35297,PTHR35297:SF2								LOC_Os04g50780.1		expressed protein
37938875	Sobic.001G286400	Sobic.001G286400.2	Sobic.001G286400.2.p		PTHR35297,PTHR35297:SF2								LOC_Os04g50780.1		expressed protein
37943200	Sobic.001G286500	Sobic.001G286500.1	Sobic.001G286500.1.p		PTHR18460					AT1G79190.1		ARM repeat superfamily protein	LOC_Os10g42510.1		expressed protein
37943201	Sobic.001G286500	Sobic.001G286500.2	Sobic.001G286500.2.p		PTHR18460					AT1G79190.1		ARM repeat superfamily protein	LOC_Os10g42510.1		expressed protein
37943378	Sobic.001G286600	Sobic.001G286600.1	Sobic.001G286600.1.p	PF04755	PTHR31906,PTHR31906:SF5					AT2G35490.1		Plastid-lipid associated protein PAP / fibrillin family protein	LOC_Os10g42500.1		PAP fibrillin family domain containing protein, expressed
37941578	Sobic.001G286700	Sobic.001G286700.1	Sobic.001G286700.1.p	PF00046,PF01852	PTHR24326,PTHR24326:SF267				GO:0003677,GO:0008289	AT5G46880.1	HB-7,HDG5	homeobox-7	LOC_Os10g42490.2		homeobox and START domains containing protein, putative, expressed
37941577	Sobic.001G286700	Sobic.001G286700.2	Sobic.001G286700.2.p	PF00046,PF01852	PTHR24326,PTHR24326:SF267				GO:0003677,GO:0008289	AT5G46880.1	HB-7,HDG5	homeobox-7	LOC_Os10g42490.1		homeobox and START domains containing protein, putative, expressed
37938254	Sobic.001G286800	Sobic.001G286800.1	Sobic.001G286800.1.p		PTHR33890,PTHR33890:SF1								LOC_Os10g42066.1		expressed protein
37938253	Sobic.001G286800	Sobic.001G286800.2	Sobic.001G286800.2.p		PTHR33890,PTHR33890:SF1								LOC_Os10g42066.1		expressed protein
37938255	Sobic.001G286800	Sobic.001G286800.3	Sobic.001G286800.3.p		PTHR33890,PTHR33890:SF1								LOC_Os10g42066.1		expressed protein
37938256	Sobic.001G286800	Sobic.001G286800.4	Sobic.001G286800.4.p		PTHR33890,PTHR33890:SF1								LOC_Os10g42066.1		expressed protein
37939295	Sobic.001G286900	Sobic.001G286900.1	Sobic.001G286900.1.p												
37942036	Sobic.001G287000	Sobic.001G287000.1	Sobic.001G287000.1.p		PTHR33065:SF19,PTHR33065								LOC_Os04g38290.1		expressed protein
37942037	Sobic.001G287000	Sobic.001G287000.2	Sobic.001G287000.2.p		PTHR33065,PTHR33065:SF19								LOC_Os04g38290.1		expressed protein
37944931	Sobic.001G287101	Sobic.001G287101.1	Sobic.001G287101.1.p	PF02181	PTHR23213,PTHR23213:SF239					AT1G70140.1	ATFH8,FH8	formin 8	LOC_Os02g50570.1		retrotransposon protein, putative, unclassified, expressed
